Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender form to be submitted through online.,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,"2,000",Nil,Nil,No,PWD,NIT NO.2336-95 DT.10-05-2021,2021_PWD_48841_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,14,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,Providing and laying Type-III (6-8mm thick) Micro-Surfacing layer on Hamirpur Sujanpur Thural Maranda road (MDR-86) during the year 2021-22 in the state of HP,"Providing, laying, Micro-surfacing layer in Km 48/0 to 50/0, 52/0 to 54/0",Please refer Tender documents. ,NA ,"81,19,200",Civil Works - Roads,NA ,Tender,120.0,180.0,Bhawarna,176083.0,NA ,NA ,NA ,EE Bhawarna,No ,No,21-Jun-2021 01:00 PM,29-Jun-2021 11:30 AM,21-Jun-2021 01:00 PM,29-Jun-2021 11:00 AM,NA ,NA ,21-Jun-2021 01:30 PM,29-Jun-2021 11:00 AM,13-Jul-2021 11:30 AM,AOC,1.0,220091.0,MSC Roads and Bridges Private Limited,29-Jun-2021 09:34 AM,Accepted-AOC,Bidder Rank-L1,24-Nov-2021 01:16 PM,Technical,Bid opening summary,Manish Sehgal,13-Jul-2021 10:44 AM,technical_73206.pdf,Finance,Summary,Manish Sehgal,24-Nov-2021 01:12 PM,finance_73206.pdf,BOQ Comparative Chart,1.0,220091.0,MSC Roads and Bridges Private Limited,INR,"6,150,000",PWD,2021_PWD_48841_1,NIT NO.2336-95 DT.10-05-2021,Providing and laying Type-III (6-8mm thick) Micro-Surfacing layer on Hamirpur Sujanpur Thural Maranda road (MDR-86) during the year 2021-22 in the state of HP,Sh Manish Sehgal,Internal,Himanshu Verma AE Harjeet Singh Supdt Suresh Kumar HDM Dayal Sr Asstt Manjeet Kumar Jr Asstt,Manish Sehgal,13-Jul-2021 11:07 AM,13-Jul-2021 11:30 AM,techsummary_73206.pdf (1023.37 KB),Sh Manish Sehgal,Internal,,Manish Sehgal,24-Nov-2021 01:15 PM,finsummary_73206.pdf (501.31 KB),24-Nov-2021,"INR 6,813,900",180.0,Manish Sehgal,24-Nov-2021 01:16 PM,AOC.pdf (1016.00 KB),AOC,AOC
,,.pdf,"Earnest money submitted through online duly pledged in favour of Executive Engineer, Bhawarna Divisi",,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,220049.0,M/s Satish Kumar Sharma,28-Jun-2021 08:46 PM,Rejected-Finance,Bidder Rank-L2,24-Nov-2021 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor registration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,219026.0,S.S.Chauhans Construction Private Limted,28-Jun-2021 05:33 PM,Rejected-Finance,Bidder Rank-L3,24-Nov-2021 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration and PAN Copy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,219762.0,VP SHARMA,28-Jun-2021 04:30 PM,Rejected-Finance,Bidder Rank-L4,24-Nov-2021 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no near relative working in HP PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery and equipment as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form 7/8 duly signed by the contractor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employee Provident Fund (EPF) Registration number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
