Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,presummary,Arvind Lakhanpal,25-Oct-2021 12:12 PM,finance_79321.pdf,BOQ Comparative Chart,1.0,241085.0,M/s Saurabh Sharma Govt Contractor,INR,"1,359,031",Technical,presummary,Arvind Lakhanpal,23-Oct-2021 01:45 PM,technical_79321.pdf,1.0,241080.0,AMANDEEP SHARMA GOVT ONTRACTOR,23-Oct-2021 10:16 AM,Rejected-AOC,2.0,20-Nov-2021 02:10 PM,20-Nov-2021,"INR 1,926,466",60.0,Arvind Lakhanpal,20-Nov-2021 02:10 PM,SourabhSharmaBridge.pdf (119.00 KB),AOC,EE,Internal,SUPDT/HDM/DAO,Arvind Lakhanpal,20-Nov-2021 02:01 PM,finsummary_79321.pdf (79.79 KB),EE,Internal,SUPDT/HDM/DAO,Arvind Lakhanpal,23-Oct-2021 06:41 PM,25-Oct-2021 10:30 AM,techsummary_79321.pdf (187.57 KB),PWD,2021_PWD_53022_2,No.PW/TDD/GA-NIT/2020-21,"C/o Bridge ober Jiana Khand and Bakkar Khand at RD . 4/594 , 4/300 respectibely on purli to Kujabalh via Jiana road Km. 0/0 to 4/300",AOC,18-Oct-2021 09:00 AM,23-Oct-2021 11:00 AM,18-Oct-2021 09:00 AM,23-Oct-2021 11:00 AM,NA ,NA ,18-Oct-2021 09:00 AM,23-Oct-2021 11:00 AM,25-Oct-2021 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,online fee,500.0,Nil,Nil,No,1.0,ICICI BANK,"C/o Bridge ober Jiana Khand and Bakkar Khand at RD . 4/594 , 4/300 respectibely on purli to Kujabalh via Jiana road Km. 0/0 to 4/300",C/o PCC R/wall at RD 4/362 to 4/414 (from abutment A2 Seedi side towards road side,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,60.0,"Executive Engineer, HPPWD Division Tauni Devi",177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,PWD,No.PW/TDD/GA-NIT/2020-21,2021_PWD_53022_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"40,000",No,fixed,,Nil,Nil,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",AOC
,,,,,,,,,,,,,,,,2.0,241085.0,M/s Saurabh Sharma Govt Contractor,23-Oct-2021 10:33 AM,Accepted-AOC,1.0,20-Nov-2021 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,EMD,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19)any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Copy of PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,EPF or Pradhan Mantri Shram Yogi Mann-Dhan (PM-SYM) No. along with latest return must be attached.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
