Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,Providing FHTC of by Imp. Of GWSS to Gehlo Sarsar under Jal Jeevan Mission in GP Drabil in Tehsil Pachhad Distt. Sirmour,"Laying, Jointing and Testing of GMS pipes various dia in distribution system and household connection ) under JJM",Please refer Tender documents. ,NA ,,Pipe Laying Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"13,000",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,30-Jun-2021 03:00 PM,07-Jul-2021 11:30 AM,30-Jun-2021 03:00 PM,07-Jul-2021 11:00 AM,NA ,NA ,30-Jun-2021 03:00 PM,07-Jul-2021 11:00 AM,17-Jul-2021 05:30 PM,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as mentioned in NIT,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 3970-4029 dt 28/06/21,2021_HPIPH_49221_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,AOC,Er Ashish Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,24-Nov-2021 01:40 PM,finsummary_73743.pdf (672.85 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_49221_5,NHN-SMR00-722- 3970-4029 dt 28/06/21,Providing FHTC of by Imp. Of GWSS to Gehlo Sarsar under Jal Jeevan Mission in GP Drabil in Tehsil Pachhad Distt. Sirmour,1.0,221411.0,Mahadev construction,INR,"484,407",Finance,Financial Bid Oepning summary,Ashish Rana,17-Jul-2021 06:09 PM,finance_73743.pdf,BOQ Comparative Chart,Technical,Technical Bid OPening Summary,Ashish Rana,17-Jul-2021 05:28 PM,technical_73743.pdf,24-Nov-2021,"INR 631,660",90.0,Ashish Rana,24-Nov-2021 01:41 PM,AOC.pdf (673.00 KB),Award to Contractor,Er. Ashsh Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,17-Jul-2021 05:29 PM,17-Jul-2021 05:30 PM,techsummary_73743.pdf (183.23 KB),1.0,221693.0,Hushan Singh,06-Jul-2021 05:17 PM,Rejected-Finance,REJECT,24-Nov-2021 01:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,221411.0,Mahadev construction,05-Jul-2021 04:10 PM,Accepted-AOC,AOC,24-Nov-2021 01:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV Vibhag as mentioned in NIT,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,221531.0,Pradeep Kumar,06-Jul-2021 11:46 AM,Rejected-Finance,REJECT,24-Nov-2021 01:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,221724.0,RAJESH KUMAR,06-Jul-2021 07:18 PM,Rejected-Finance,REJECT,24-Nov-2021 01:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No. and GST No as mentioned in NIT,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,221198.0,Ranjeet Singh,04-Jul-2021 05:53 PM,Rejected-Finance,REJECT,24-Nov-2021 01:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking joint venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
