Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,FinancialBids,Rajesh Kumar,04-Oct-2021 04:51 PM,finance_76953.pdf,BOQ Comparative Chart,1.0,232594.0,sachin ohri govt contractor,INR,"1,746,010",Technical,BidsList,Rajesh Kumar,01-Sep-2021 02:31 PM,technical_76953.pdf,1.0,232490.0,Anil Kumar,30-Aug-2021 11:10 PM,Rejected-Technical,As per Evaluation Bids,25-Sep-2021 03:05 PM,"Er. Rajesh Kumar, E.E,",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Rajesh Kumar,04-Oct-2021 06:05 PM,finsummary_76953.pdf (518.87 KB),12-Nov-2021,"INR 1,952,709",60.0,Rajesh Kumar,17-Nov-2021 09:44 AM,Awardletter.pdf (1099.00 KB),Award letter,PWD,2021_PWD_51484_1,Job 6 Construction of MCH building at Una Distt. U,"Job 6 Construction of MCH building at Una Distt. Una Sub Head Construction of link road to Upper Arniala ward No 1 from Una Aghar Mandi road with Retaining Wall, U-shape drain and Cement Concrete pavement in km. 0-0 to 0-150 MCH Deposit Work","Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Arvind Chaudhary,25-Sep-2021 03:05 PM,30-Sep-2021 11:00 AM,techsummary_76953.pdf (633.96 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"36,800",No,fixed,,Nil,Nil,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",23-Aug-2021 10:00 AM,31-Aug-2021 11:00 AM,23-Aug-2021 10:30 AM,31-Aug-2021 09:00 AM,NA ,NA ,23-Aug-2021 10:30 AM,31-Aug-2021 09:00 AM,30-Sep-2021 11:00 AM,"Job 6 Construction of MCH building at Una Distt. Una Sub Head Construction of link road to Upper Arniala ward No 1 from Una Aghar Mandi road with Retaining Wall, U-shape drain and Cement Concrete pavement in km. 0-0 to 0-150 MCH Deposit Work","Job 6 Construction of MCH building at Una Distt. Una Sub Head Construction of link road to Upper Arniala ward No 1 from Una Aghar Mandi road with Retaining Wall, U-shape drain and Cement Concrete pavement in km. 0-0 to 0-150 MCH Deposit Work",Please refer to Bidding Documents ,NA ,"19,52,709",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 6 Construction of MCH building at Una Distt. U,2021_PWD_51484_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,500.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2.0,232612.0,Ashok Kumar,28-Aug-2021 05:25 PM,Rejected-AOC,ok,17-Nov-2021 09:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC
,,,,,,,,,,,,,,,,3.0,232591.0,Nitish Thakur,29-Aug-2021 10:53 AM,Rejected-AOC,ok,17-Nov-2021 09:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,232538.0,RAKESH SINGH,28-Aug-2021 06:56 PM,Rejected-AOC,ok,17-Nov-2021 09:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,232594.0,sachin ohri govt contractor,30-Aug-2021 11:53 PM,Accepted-AOC,ok,17-Nov-2021 09:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,E.P.F. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,232368.0,Tilak Raj Govt Contractor,30-Aug-2021 12:08 PM,Rejected-AOC,ok,17-Nov-2021 09:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7.0,232498.0,Vijay Kumar,29-Aug-2021 06:07 PM,Rejected-AOC,ok,17-Nov-2021 09:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8.0,232342.0,Vikas puri,29-Aug-2021 05:27 PM,Rejected-AOC,ok,17-Nov-2021 09:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An undertaking of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An undertaking of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An undertaking that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
