Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
ee,Internal,Supdt/HDM/AE,Arvind Lakhanpal,03-Jan-2021 06:14 PM,finsummary_60834.pdf (164.37 KB),22-Jul-2021,"INR 744,239",90.0,Arvind Lakhanpal,23-Nov-2021 03:55 PM,GulamWindowdoor.pdf (147.00 KB),AOC,PWD,2020_PWD_41244_1,PW/TDD/NIT/21-11735dt.16.09,"Replacement of windows. Doors. main gate and providing and fixing aluminium windows, doors, main gate in old C.H.C. building at Sujanpur",EE,Internal,SUPDT/HDM/AE,Arvind Lakhanpal,22-Oct-2020 01:39 PM,23-Oct-2020 03:30 PM,techsummary_60834.pdf (698.17 KB),1.0,182113.0,Gulam mohammad,INR,"770,944",Finance,Summary,Arvind Lakhanpal,03-Jan-2021 06:06 PM,finance_60834.pdf,BOQ Comparative Chart,Technical,Summary,Arvind Lakhanpal,22-Oct-2020 01:35 PM,technical_60834.pdf,1.0,182134.0,ANIL KUMAR,12-Oct-2020 06:08 PM,Rejected-AOC,Higher,23-Nov-2021 03:55 PM,AOC,1.0,Date,Date,,06-Oct-2020 09:00 AM,13-Oct-2020 11:00 AM,06-Oct-2020 09:00 AM,13-Oct-2020 10:30 AM,NA ,NA ,06-Oct-2020 09:00 AM,13-Oct-2020 10:30 AM,23-Oct-2020 03:30 PM,"Replacement of windows. Doors. main gate and providing and fixing aluminium windows, doors, main gate in old C.H.C. building at Sujanpur","Replacement of windows. Doors. main gate and providing and fixing aluminium windows, doors, main gate in old C.H.C. building at Sujanpur)",Please refer Tender documents. ,NA ,"7,44,239",Civil Works,NA ,Tender,90.0,90.0,Executive Engineer Tauni Devi Division,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Hamirpur,PWD,PW/TDD/NIT/21-11735dt.16.09,2020_PWD_41244_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,350.0,"Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi","15,000",Yes,fixed,,EE Tauni Devi,Hamirpur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,182156.0,ASHWANI KUMAR GOVT. CONTRACTOR,12-Oct-2020 08:25 PM,Rejected-AOC,Higher,23-Nov-2021 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,182121.0,BALAL,12-Oct-2020 05:05 PM,Rejected-AOC,Higher,23-Nov-2021 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,182197.0,Dinesh Thakur,13-Oct-2020 08:32 AM,Rejected-Technical,Not Admitted,22-Oct-2020 01:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,182113.0,Gulam mohammad,12-Oct-2020 04:43 PM,Accepted-AOC,1,23-Nov-2021 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,182143.0,JAMEEL KHAN GOVT CONTRACTOR,12-Oct-2020 06:40 PM,Rejected-Technical,Not Admitted,22-Oct-2020 01:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,182025.0,MNBN Enterprises,12-Oct-2020 11:28 AM,Rejected-AOC,Higher,23-Nov-2021 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,182149.0,Sourabh Pathania Govt Contractor,12-Oct-2020 07:32 PM,Rejected-AOC,Higher,23-Nov-2021 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,181743.0,SURESH THAKUR GOV CONT,12-Oct-2020 04:17 PM,Rejected-AOC,Higher,23-Nov-2021 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,182193.0,varun gupta,13-Oct-2020 09:34 AM,Rejected-AOC,Higher,23-Nov-2021 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit containing the reality that the contractor has not more than two work in hand (General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
