Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,summary,Jitender Kumar,23-Jun-2021 04:21 PM,technical_72817.pdf,1.0,218427.0,LEKH RAJ,22-Jun-2021 07:51 AM,Rejected-Finance,L-2,09-Sep-2021 04:25 PM,Finance,fbosummary,Jitender Kumar,06-Jul-2021 10:45 AM,finance_72817.pdf,BOQ Comparative Chart,1.0,218442.0,Sohan lal,INR,"4,293,674.28",Er. J.K. Gupta,Internal,AE Padhar DAO Supdt. HDM,Jitender Kumar,09-Sep-2021 04:25 PM,finsummary_72817.pdf (133.64 KB),27-Sep-2021,"INR 4,765,455",183.0,Jitender Kumar,11-Nov-2021 03:27 PM,AOCkufri.PDF (598.00 KB),Letter No. 10619-29 dated 27.09.2021,PWD,2021_PWD_48570_1,PW-MDI-E-Tender-NIT- 2166-2201 dated 17/05/2021,Construction of Kufri Saronj Samkhetar road,Er. J. K. Gupta,Internal,HDM,Jitender Kumar,03-Jul-2021 04:47 PM,05-Jul-2021 11:00 AM,techsummary_72817.pdf (141.91 KB),AOC,"2,000","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,Construction of Kufri Saronj Samkhetar road,"Construction of 900mm dia RCC Hume pipe culvert at R.D. 0/005, 0/430, 0/850, 0/940, 1/285,1/555,1/700, 1/920, 2/120, 2/205, 2/355, 2/450, 3/060, 3/355, 3/505, 4/180, 4/465, 4/560, 4/950 and 5/0",As per bid documents ,NA ,,Civil Works - Roads,NA ,Tender,120.0,183.0,Padhar,175012.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,1.0,ICICI BANK,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",15-Jun-2021 05:00 PM,22-Jun-2021 11:30 AM,15-Jun-2021 05:00 PM,22-Jun-2021 11:00 AM,NA ,NA ,15-Jun-2021 05:00 PM,22-Jun-2021 11:00 AM,05-Jul-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),"95,300",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,PWD,PW-MDI-E-Tender-NIT- 2166-2201 dated 17/05/2021,2021_PWD_48570_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC
,,,,,2.0,218248.0,Narender Kumar,21-Jun-2021 11:23 AM,Rejected-Finance,L-4,09-Sep-2021 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,218294.0,PUSHAP RAJ,21-Jun-2021 01:53 PM,Rejected-Finance,L-3,09-Sep-2021 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4.0,218442.0,Sohan lal,22-Jun-2021 10:34 AM,Accepted-AOC,AOC,11-Nov-2021 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.16)Mini amount of work done shown as per Sched-F,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"HPPWD Form No.7 / 8 duly signed (General Rule and directions, Schedules A to F)",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
