S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,"25,000",No,fixed,,EE RAJGARH,RAJGARH,01-Aug-2019 09:00 AM,13-Aug-2019 11:00 AM,01-Aug-2019 09:00 AM,12-Aug-2019 05:00 PM,NA ,NA ,01-Aug-2019 09:00 AM,12-Aug-2019 05:00 PM,20-Aug-2019 04:55 PM,PWD,BAGTHAN LANA BAKA ROAD,2019_PWD_30597_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJAGRH,"C/O Bagthan Lana Baka road Km. 0/0 to 6/930 (SH P/L Soling G-II, G-III AND M/T in Km 5/0 to 6/0) Under SCSP","C/O Bagthan Lana Baka road Km. 0/0 to 6/930 (SH P/L Soling G-II, G-III AND M/T in Km 5/0 to 6/0) Under SCSP",Please refer Tender documents. ,NA ,"12,12,285",Civil Works - Roads,NA ,Tender,90.0,90.0,RAJGARH DIVISION HPPWD RAJAGRH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJAGRH,No ,No,500.0,EE RAJGARH,RAJGARH,No,AOC,1.0,127476.0,Karma Dutt Sharma,INR,"1,647,320",Finance,SUMMARY,Kishan Lal Chaudhary,29-Aug-2019 03:10 PM,finance_44075.pdf,BOQ Comparative Chart,1.0,127483.0,Babu Ram,12-Aug-2019 02:02 PM,Rejected-Technical,NotFulfill the qualifying the criteria,20-Aug-2019 04:51 PM,Technical,SUMMARY,Kishan Lal Chaudhary,19-Aug-2019 01:45 PM,technical_44075.pdf,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Supdt. G-II, Smt. Asha Kamal HDM, Sh. Balbir Singh Sr. Asstt. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,20-Aug-2019 04:51 PM,20-Aug-2019 04:55 PM,techsummary_44075.pdf (286.41 KB),PWD,2019_PWD_30597_1,BAGTHAN LANA BAKA ROAD,"C/O Bagthan Lana Baka road Km. 0/0 to 6/930 (SH P/L Soling G-II, G-III AND M/T in Km 5/0 to 6/0) Under SCSP",23-Dec-2019,"INR 1,212,285",90.0,Kishan Lal Chaudhary,23-Dec-2019 05:02 PM,AOC.pdf (546.00 KB),WORK AWARDED TO SH. KARMA DUTT,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Balbir singh Sr. Asstt.. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,23-Dec-2019 04:57 PM,finsummary_44075.pdf (545.77 KB),AOC
2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,127476.0,Karma Dutt Sharma,12-Aug-2019 01:08 PM,Accepted-AOC,L1,23-Dec-2019 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,127373.0,Paramjeet kaur Govt. Contractor,11-Aug-2019 01:52 PM,Rejected-AOC,wrongly typed L1 instead of L2,23-Dec-2019 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Contractor to submit the incomplete works on proforma mentioned S. No. 19 as per General Rules 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
