Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage
Technical,Technical Bids submitted by the bidders have been considered for further Technical Evaluation.,Deepankar Kakati,31-Aug-2019 10:58 AM,technical_21282.pdf,1,63536,Dharma Kanta Baishya,20-Aug-2019 01:05 PM,Rejected-Technical,Details mentioned in Minutes,25-Sep-2019 05:29 PM,Guwahati Municipal Corporation,2019_GMC_13784_1,GER/Div-III/143/19/17 Dated 01/08/2019,Improvement of approach road from sector III near Noonmati Flyover to Shri Shri Shyam Mandir,COMMISSIONER,Internal,CHIEF ENGINEER CAAO and DIVISIONAL ENGINEER,Gautam Das,25-Sep-2019 05:29 PM,25-Sep-2019 05:30 PM,techsummary_21282.pdf (227.22 KB),AOC,1.0,Fee,.pdf,FEES,Guwahati Municipal Corporation,GER/Div-III/143/19/17 Dated 01/08/2019,2019_GMC_13784_1,Yes,Open Tender,Lump-sum,Works,3.0,No,No,Offline,No,No,No,"3,000","The Commissioner, Guwahati Municipal Corporation",Guwahati,No,Improvement of approach road from sector III near Noonmati Flyover to Shri Shri Shyam Mandir,"Improvement of approach road from sector III near Noonmati Flyover to Shri Shri Shyam Mandir in Ward no-22 (Part-III, Ch. 240.0M to 425.0 M)",Please refer Tender documents. ,NA ,"68,38,000",Civil Works,NA ,Tender,90.0,120.0,Division III,781003.0,NA ,NA ,NA ,"Office of the Commissioner, GMC, Panbazar Guwahati",No ,No,"The Commissioner, Guwahati Municipal Corporation","Office of the Commissioner, GMC, Panbazar, Guwahati","1,36,000",Yes,fixed,,"The Commissioner, Guwahati Municipal Corporation",Guwahati,03-Aug-2019 02:00 PM,20-Aug-2019 02:00 PM,03-Aug-2019 02:00 PM,20-Aug-2019 02:00 PM,NA ,NA ,03-Aug-2019 02:00 PM,20-Aug-2019 02:00 PM,25-Sep-2019 05:30 PM,1.0,DD - Demand Draft,AOC
,,,,,2,63504,Global Enterprise,20-Aug-2019 11:53 AM,Rejected-Technical,Details mentioned in Minutes,25-Sep-2019 05:29 PM,,,,,,,,,,,,AOC,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC
,,,,,3,63540,HEMANTA DEKA,20-Aug-2019 01:50 PM,Accepted-AOC,Work allotted to the L1 Bidder,05-Nov-2019 03:08 PM,,,,,,,,,,,,AOC,2.0,PreQual/Technical,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit Receipt,AOC
,,,,,4,63430,Indrajeet Sharma Pathak,19-Aug-2019 02:52 PM,Rejected-AOC,Work allotted to the L1 Bidder,05-Nov-2019 03:08 PM,,,,,,,,,,,,AOC,,,.pdf,TECHNICAL DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,63526,MS MAHABAHU ASSOCIATE n ENGINEERS,20-Aug-2019 12:51 PM,Rejected-Technical,Details mentioned in Minutes,25-Sep-2019 05:29 PM,,,,,,,,,,,,AOC,3.0,Finance,.pdf,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,63484,RANJAN JYOTI BARMAN,20-Aug-2019 01:41 PM,Rejected-AOC,Work allotted to the L1 Bidder,05-Nov-2019 03:08 PM,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,63472,Ranjit Kumar Pathak,20-Aug-2019 01:27 PM,Rejected-Technical,Details mentioned in Minutes,25-Sep-2019 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,63535,Ritumoni Kalita,20-Aug-2019 01:05 PM,Rejected-Technical,Details mentioned in Minutes,25-Sep-2019 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,63404,Sankalpa Associates,20-Aug-2019 12:51 PM,Rejected-AOC,Work allotted to the L1 Bidder,05-Nov-2019 03:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,63524,SARAT DEKA,20-Aug-2019 12:14 PM,Rejected-AOC,Work allotted to the L1 Bidder,05-Nov-2019 03:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,11,63517,SRI KHANINDRA TALUKDAR,20-Aug-2019 11:54 AM,Rejected-AOC,Work allotted to the L1 Bidder,05-Nov-2019 03:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
