Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
05-Sep-2019 06:00 PM,12-Sep-2019 11:30 AM,05-Sep-2019 06:00 PM,12-Sep-2019 11:00 AM,NA ,NA ,05-Sep-2019 06:00 PM,12-Sep-2019 11:00 AM,16-Sep-2019 12:30 PM,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,EXECUTIVE ENGINEER,RAJAGRH DIVISION HPPWD RAJGARH,"Construction of 6 nos. Class rooms, one examination hall with stair case site development at Govt. Sen. Sec. School at Habban Tehsil Rajgarh Distt. Sirmour HP","Construction of 6 nos. Class rooms, one examination hall with stair case site development at Govt. Sen. Sec. School at Habban Tehsil Rajgarh Distt. Sirmour HP",Please refer Tender documents. ,NA ,"50,12,160",Civil Works - Buildings,NA ,Tender,120.0,545.0,RAJAGRH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJAGRH DIVISION HPPWD RAJGARH,No ,No,1.0,DD - Demand Draft,"83,000",No,fixed,,EE RAJAGRH,RAJGARH,"2,000",EE RAJGARH,RAJGARH,No,PWD,SE-XII-WS-RGH /Tender/19-1192-93DT. 12.6.19,2019_PWD_31321_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,130433.0,Himalayan Engineers and Constructions Pvt. Ltd,11-Sep-2019 02:31 PM,Rejected-AOC,L2,26-Dec-2019 12:13 PM,Technical,SUMMARY,Kishan Lal Chaudhary,16-Sep-2019 12:04 PM,technical_45105.pdf,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Kishan Singh Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,16-Sep-2019 12:25 PM,16-Sep-2019 12:30 PM,techsummary_45105.pdf (401.35 KB),PWD,2019_PWD_31321_1,SE-XII-WS-RGH /Tender/19-1192-93DT. 12.6.19,"Construction of 6 nos. Class rooms, one examination hall with stair case site development at Govt. Sen. Sec. School at Habban Tehsil Rajgarh Distt. Sirmour HP",AOC
,,,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,130205.0,Jai Parkash,09-Sep-2019 02:30 PM,Rejected-Technical,Not Fulfill the qualifying the criteria,16-Sep-2019 12:25 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,130511.0,Pariksha Chauhan,11-Sep-2019 04:54 PM,Accepted-AOC,L1,26-Dec-2019 12:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,129940.0,premsingh,11-Sep-2019 05:33 PM,Rejected-AOC,L3,26-Dec-2019 12:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,List of work completed and in Hand As per Gen. Rule and Direction Sr.No.19 of bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Minimum Work Done Certificate as per Gen. Rule Sr.No.28.2(b) and Schedule F Sr.No.6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,List of Equipment detail Schedule F Sr.No.6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,PROOF OF MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F Sr. No.6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Eligibility criteria Biding Capacity as per Gen. Rule and Direction Sr.No.28.2(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Undertaking regarding uploaded documents are clear scan, true and correct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
