Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
350.0,Executive Engineer Electrical Division HPPWD Mand,Rohru/Dodrakawar,No,Construction of Science lab with Toilet at Government Senior Secondary School Boys at Sunder Nagar District Mandi SH Providing EI therein,Construction of Science lab with Toilet at Government Senior Secondary School Boys at Sunder Nagar District Mandi SH Providing EI therein,Please refer to Bid document and NIT ,NA ,"6,89,257",Electrical Works,NA ,Tender,120.0,365.0,Sunder Nagar,175018.0,NA ,NA ,NA ,Electrical Division HPPWD Mandi H.P,No ,No,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER INDICATED IN SCHEDULE F,",Executive Engineer Electrical Division HPPWD Mand,Executive Engineer Electrical Division HPPWD Mandi,PWD,PW/MED/TA /NIT/e-notice/18-19-3384-89 dt 31.07.18,2018_PWD_22952_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,16-Aug-2018 04:00 PM,27-Aug-2018 11:30 AM,16-Aug-2018 04:00 PM,27-Aug-2018 10:00 AM,NA ,NA ,16-Aug-2018 04:00 PM,27-Aug-2018 10:00 AM,27-Aug-2018 04:00 PM,"14,000",No,fixed,,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,AOC,1.0,92731.0,vishal electronics,INR,"619,370",Finance,FINANCIAL SUMMARY,Dalip singh Patial,27-Aug-2018 05:11 PM,finance_32164.pdf,BOQ Comparative Chart,1.0,92716.0,Kashmir Singh,26-Aug-2018 10:50 AM,Rejected-AOC,rejected being L2 contractor,20-Dec-2019 01:16 PM,Technical,technical bid summary,Dalip singh Patial,27-Aug-2018 03:23 PM,technical_32164.pdf,PWD,2018_PWD_22952_1,PW/MED/TA /NIT/e-notice/18-19-3384-89 dt 31.07.18,Construction of Science lab with Toilet at Government Senior Secondary School Boys at Sunder Nagar District Mandi SH Providing EI therein,Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Supdt Sh Kapil Dev Soni Sr Asstt Sh Amar Singh D Man,Dalip singh Patial,27-Aug-2018 03:25 PM,27-Aug-2018 04:00 PM,techsummary_32164.pdf (337.21 KB),Er D S Patial EE,Internal,Smt Karuna Sharma Supdt Sh Kapil Dev Soni Sr Asstt Sh Amar Singh Draughtman,Dalip singh Patial,27-Aug-2018 05:16 PM,finsummary_32164.pdf (316.27 KB),09-Dec-2019,"INR 619,370",365.0,Dalip singh Patial,20-Dec-2019 01:16 PM,AOC.pdf (587.00 KB),work awarded to M/s Vishal Electronics being L1 contractor,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,92419.0,SURESH KUMAR,26-Aug-2018 08:04 PM,Rejected-Technical,Bid non responsive,27-Aug-2018 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION in appropriate Class B or C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,92731.0,vishal electronics,25-Aug-2018 01:09 PM,Accepted-AOC,work awarded being L1 contractor,20-Dec-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid Electrical license REFER GENERAL RULES NO 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"SALES TAX (GST), REGITRATION GENERAL RULES NO. 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PERMANENT ACCOUNT NUMBER (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
