Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage
Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,01-Nov-2019 11:27 AM,finance_46067.pdf,BOQ Comparative Chart,1.0,134879.0,Manoj Kumar,INR,"2,635,831",Technical,TechnicalBidOpeningSummary,Bhupinder Singh,29-Oct-2019 05:46 PM,technical_46067.pdf,1.0,134879.0,Manoj Kumar,22-Oct-2019 04:04 PM,Accepted-AOC,ok,25-Dec-2019 04:19 PM,20-Dec-2019,"INR 2,331,136",182.0,Ravi Dutt Sharma,25-Dec-2019 04:19 PM,Awardletter.PDF (1072.00 KB),Awardletter,Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,01-Nov-2019 11:59 AM,finsummary_46067.pdf (707.41 KB),Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,29-Oct-2019 06:10 PM,30-Oct-2019 03:00 PM,techsummary_46067.pdf (878.52 KB),PWD,2019_PWD_32033_1,Job 2 Construction of Sub Centre building with res,"Job 2 Construction of Sub Centre building with residence at Teuri Distt. Una Sub Head C.o building portion WS and SI, Septic Tank, Soak pit , Rain Water Harvesting Tank and Boundary wall",AOC,"Job 2 Construction of Sub Centre building with residence at Teuri Distt. Una Sub Head C.o building portion WS and SI, Septic Tank, Soak pit , Rain Water Harvesting Tank and Boundary wall","Job 2 Construction of Sub Centre building with residence at Teuri Distt. Una Sub Head C.o building portion WS and SI, Septic Tank, Soak pit , Rain Water Harvesting Tank and Boundary wall",Please refer to Bidding Documents ,NA ,"23,31,136",Civil Works - Buildings,NA ,Tender,120.0,182.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,PWD,Job 2 Construction of Sub Centre building with res,2019_PWD_32033_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"42,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",14-Oct-2019 03:00 PM,23-Oct-2019 11:00 AM,14-Oct-2019 03:30 PM,22-Oct-2019 05:00 PM,NA ,NA ,14-Oct-2019 03:30 PM,22-Oct-2019 05:00 PM,30-Oct-2019 03:00 PM,1.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,2.0,134841.0,Rohit Kumar,22-Oct-2019 12:49 PM,Rejected-AOC,ok,25-Dec-2019 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,134799.0,SAURABH SHARMA GOVT. CONTT.,22-Oct-2019 01:07 PM,Rejected-AOC,ok,25-Dec-2019 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,AOC
