Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
LIS to CAD Mainthapal in GP KalaAmb in Tehsil Nahan Distt Sirmour HP,Providing and installation of centrifugal pumping machinery of 45 HP with allied accessories,Please refer Tender documents. ,NA ,"3,03,750",Pumps/Motors,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,19-Jul-2019 05:00 PM,09-Aug-2019 11:30 AM,19-Jul-2019 05:00 PM,09-Aug-2019 11:00 AM,NA ,NA ,19-Jul-2019 05:00 PM,09-Aug-2019 11:00 AM,27-Aug-2019 04:45 PM,1.0,ICICI BANK,"6,100",Yes,fixed,,Executive Engineer IPH Division Nahan,Nahan,Executive Engineer IPH Division Nahan,Executive Engineer IPH Division Nahan,250.0,Executive Engineer IPH Division Nahan,Nahan,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",IPH-DN-Nahan-TA-Tender/19-20- 3320-60 dt 18-07-19,2019_HPIPH_30295_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC,1.0,127207.0,Anand Bhushan,09-Aug-2019 09:53 AM,Rejected-Finance,Rejected,17-Dec-2019 03:59 PM,Dr. Mandeep Gupta EE,Internal,Supdt HDM DAO TA,Mandeep Gupta,27-Aug-2019 04:40 PM,27-Aug-2019 04:45 PM,techsummary_43652.pdf (102.39 KB),17-Dec-2019,"INR 303,750",90.0,Mandeep Gupta,17-Dec-2019 04:01 PM,AOC.pdf (716.00 KB),Award to Contractor,Technical,Technical Bid Opening Summary,Mandeep Gupta,27-Aug-2019 04:35 PM,technical_43652.pdf,Finance,Financial Bid Pening Summary,Mandeep Gupta,27-Aug-2019 05:30 PM,finance_43652.pdf,BOQ Comparative Chart,Er J.S. Chouhan,Internal,SE EENahan EED AED CHD Supdt II WA,Mandeep Gupta,17-Dec-2019 03:59 PM,finsummary_43652.pdf (1280.55 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2019_HPIPH_30295_2,IPH-DN-Nahan-TA-Tender/19-20- 3320-60 dt 18-07-19,LIS to CAD Mainthapal in GP KalaAmb in Tehsil Nahan Distt Sirmour HP,1.0,127197.0,HYDRAULIC ENGINEERING COMPANY,INR,"321,700",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,127213.0,Dharmender Chandel,08-Aug-2019 08:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Aug-2019 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPIPH in valid Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,127197.0,HYDRAULIC ENGINEERING COMPANY,08-Aug-2019 04:36 PM,Accepted-AOC,AOC,17-Dec-2019 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,126167.0,shiv iron general engineers,02-Aug-2019 07:33 PM,Rejected-Finance,Rejected,17-Dec-2019 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking Joint venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,127173.0,The Nandini Enterprises and Sons,08-Aug-2019 02:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Aug-2019 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Dealership and sub dealership of quated pump/motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of the curve charts along with selection of pumps and motors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
