Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Bank Draft towards the cost of bid document,Executive Engineer,Electrical Division HPPWD Palampur,"5,000",Executive Engineer,"Elect. Division, HPPWD Palampur",No,1.0,DD - Demand Draft,20-Jul-2019 05:00 PM,06-Aug-2019 11:30 AM,20-Jul-2019 05:00 PM,05-Aug-2019 05:00 PM,NA ,NA ,20-Jul-2019 05:00 PM,05-Aug-2019 05:00 PM,26-Aug-2019 11:30 AM,Construction of Centre of Excellence in Mental Health for Dr. RPGMC at Tanda (SH- Providing E.I. therein),Construction of Centre of Excellence in Mental Health for Dr. RPGMC at Tanda (SH- Providing E.I. therein),Please refer Tender documents. ,NA ,"1,79,19,073",Electrical Works,NA ,Tender,120.0,365.0,Tanda at Kangra,176001.0,NA ,NA ,NA ,Palampur,No ,No,"2,11,700",No,fixed,,Executive Engineer,"Elect. Division, HPPWD Palampur",1.0,corrigendum,Other,,PWD,Electrical Division HPPWD Palampur,2019_PWD_30296_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Er. Sanjeev Thakur Executive Engineer,Internal,"Evaluation approved by the Superintending Engineer, 2nd Electrical Circle HPPWD Dharamshala vide his letter No. 786-87, dated 22.08.2019",Sanjeev Thakur,23-Aug-2019 05:22 PM,26-Aug-2019 11:30 AM,techsummary_43653.pdf (201.96 KB),PWD,2019_PWD_30296_1,Electrical Division HPPWD Palampur,Construction of Centre of Excellence in Mental Health for Dr. RPGMC at Tanda (SH- Providing E.I. therein),1.0,126786.0,Deepak Sood,05-Aug-2019 06:43 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Aug-2019 05:18 PM,Technical,AS PER UPLOADED DOCUMENT,Sanjeev Thakur,23-Aug-2019 05:18 PM,technical_43653.pdf,AOC
,,.pdf,Earnest Money Deposited (EMD) in prescribed form duly pledged,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,126766.0,D.S Ranta Electrical Contractor,05-Aug-2019 03:42 PM,Rejected-AOC,the bidder was L2,18-Dec-2019 04:59 PM,,,,,,AOC
,,.pdf,Valid registration certificate in HPPWD (E) in appropriate class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,126800.0,MALHOTRA ASSOCIATES,05-Aug-2019 12:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Aug-2019 05:18 PM,,,,,,AOC
,,.pdf,Copy of GST certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,126778.0,Rajesh Kumar Jaswal,05-Aug-2019 03:18 PM,Rejected-AOC,the bidder was L3,18-Dec-2019 04:59 PM,,,,,,AOC
,,.pdf,Copy of EPF certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,126841.0,raman devwedi,05-Aug-2019 04:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Aug-2019 05:18 PM,,,,,,AOC
,,.pdf,Copy of latest Income Tax Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,126826.0,SHARMA ELECTRICAL CO.,05-Aug-2019 02:49 PM,Accepted-AOC,the bidder was lowest (L1),18-Dec-2019 04:59 PM,,,,,,AOC
,,.pdf,Work done as per Standard Bid Document (SBD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form-8 printed on judicial papers duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding correctness of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no relative working in the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill Of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
