Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",Department of Water Resources||Chief Engineer - DoWR,DHK/SDRF/2018-19/BHOGAMUKH/1,2019_DoWR_11303_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,"3,99,654",Yes,percentage,2.0%,"The Executive Engineer, Dhakuakhana W.R. Division",Dhakuakhana,1.0,Fee,.pdf,Cost of Tender and EMD,1.0,DD - Demand Draft,"5,000","The Executive Engineer, Dhakuakhana W.R. Division",Dhakuakhana,No,"Immediate measures for restoration of damaged section of L/B of river Korha from Bhogamukh to Moukhowa from Ch.3500m to Ch.5500m, Ch.6925m to Ch.11400m and Ch.16750m to 19000m under SDRF for 2018-19.","Immediate measures for restoration of damaged section of L/B of river Korha from Bhogamukh to Moukhowa from Ch.3500m to Ch.5500m, Ch.6925m to Ch.11400m and Ch.16750m to 19000m under SDRF for 2018-19.",Please refer Tender documents. ,NA ,"1,99,82,714",Civil Works,NA ,Tender,180.0,60.0,Dhakuakhana,787055.0,NA ,NA ,NA ,Dibrugarh,No ,No,22-Jan-2019 06:00 PM,02-Feb-2019 02:00 PM,22-Jan-2019 06:05 PM,01-Feb-2019 02:00 PM,NA ,NA ,27-Jan-2019 10:00 AM,01-Feb-2019 02:00 PM,23-Jul-2019 12:15 PM,AOC,1,53641,Arunmoni Phukan,31-Jan-2019 06:53 PM,Accepted-AOC,AOC,07-Nov-2019 12:45 PM,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Director, Design and Planning, Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, EE, Dhakuakhana W.R. Division, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,23-Jul-2019 12:14 PM,23-Jul-2019 12:15 PM,techsummary_17964.pdf (754.57 KB),Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,23-Jul-2019 12:13 PM,technical_17964.pdf,1.0,53455.0,SURESH KUMAR AGARWALLA ROYAL TRADING TRIBENI DAS - JV,INR,1997814.0,07-Nov-2019,INR 19982714.04,60.0,Bhupen Bora,07-Nov-2019 12:45 PM,dhk1.pdf (3802.00 KB),"Immediate measures for restoration of damaged section of L/B of river Korha from Bhogamukh to Moukhowa from Ch.3500m to Ch.5500m, Ch.6925m to Ch.11400m and Ch.16750m to 19000m under SDRF for 2018-19",Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,23-Jul-2019 12:24 PM,finance_17964.pdf,BOQ Comparative Chart,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Director, Design and Planning, Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, EE, Dhakuakhana W.R. Division, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,23-Jul-2019 12:30 PM,finsummary_17964.pdf (754.57 KB),Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11303_1,DHK/SDRF/2018-19/BHOGAMUKH/1,"Immediate measures for restoration of damaged section of L/B of river Korha from Bhogamukh to Moukhowa from Ch.3500m to Ch.5500m, Ch.6925m to Ch.11400m and Ch.16750m to 19000m under SDRF for 2018-19.",AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,53623,BABUL GOHAIN,31-Jan-2019 05:56 PM,Accepted-AOC,AOC,07-Nov-2019 12:45 PM,,,,,,,,,,,,,2.0,53464.0,JATINDRA BORUAH,INR,1997381.0,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,53602,DEEPAK CHETRY,31-Jan-2019 04:04 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,23-Jul-2019 12:13 PM,,,,,,,,,,,,,3.0,53498.0,NAGENDRA BAGIRI,INR,1997480.0,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,53776,Dhrubajyoti Gogoi,01-Feb-2019 01:50 PM,Accepted-AOC,AOC,07-Nov-2019 12:45 PM,,,,,,,,,,,,,4.0,53623.0,BABUL GOHAIN,INR,1999720.0,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,53707,DIBYA SARMAH,01-Feb-2019 03:43 AM,Accepted-AOC,AOC,07-Nov-2019 12:45 PM,,,,,,,,,,,,,5.0,53641.0,Arunmoni Phukan,INR,1997230.0,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,53464,JATINDRA BORUAH,30-Jan-2019 04:48 PM,Accepted-AOC,AOC,07-Nov-2019 12:45 PM,,,,,,,,,,,,,6.0,53689.0,ROSHAN SHARMA BIKRAM RAJ WARY PROBIN DIHINGIA JOINT VENTURE,INR,1999596.0,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,53719,LIKHAN CHANDRA SUT,01-Feb-2019 12:49 PM,Accepted-AOC,AOC,07-Nov-2019 12:45 PM,,,,,,,,,,,,,7.0,53707.0,DIBYA SARMAH,INR,1997268.0,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,53498,NAGENDRA BAGIRI,31-Jan-2019 12:40 PM,Accepted-AOC,AOC,07-Nov-2019 12:45 PM,,,,,,,,,,,,,8.0,53719.0,LIKHAN CHANDRA SUT,INR,2000127.0,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,53699,NANDALAL PD. GUPTA,01-Feb-2019 10:04 AM,Rejected-AOC,Not qualified for AOC,07-Nov-2019 12:45 PM,,,,,,,,,,,,,9.0,53776.0,Dhrubajyoti Gogoi,INR,1996823.0,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,53689,ROSHAN SHARMA BIKRAM RAJ WARY PROBIN DIHINGIA JOINT VENTURE,01-Feb-2019 08:08 AM,Accepted-AOC,AOC,07-Nov-2019 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
