S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,DD - Demand Draft,11-Sep-2019 03:00 PM,26-Sep-2019 11:00 AM,11-Sep-2019 03:00 PM,25-Sep-2019 05:00 PM,NA ,NA ,11-Sep-2019 03:00 PM,25-Sep-2019 05:00 PM,09-Oct-2019 11:00 AM,"11,800",Yes,fixed,,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,PWD,Improvement of black spot on Alampur Harsipattan,2019_PWD_31442_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,Improvement of black spot on Alampur Harsipattan road,C/O Balance work of P.C.C. R/wall at RD 16/225 to 16/239 and 16/240 to 16/250,Please refer Tender documents. ,NA ,"5,86,546",Civil Works - Roads,NA ,Tender,120.0,90.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,Executive Engineer,Executive Engineer HP PWD Division Jaisinghpur,350.0,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,Yes,AOC,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,05-Oct-2019 11:35 AM,09-Oct-2019 11:00 AM,techsummary_45274.pdf (405.47 KB),PWD,2019_PWD_31442_1,Improvement of black spot on Alampur Harsipattan,Improvement of black spot on Alampur Harsipattan road,06-Dec-2019,"INR 586,546",90.0,Virender Kumar,06-Dec-2019 01:26 PM,Award.pdf (416.00 KB),Awarded letter,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,14-Oct-2019 03:11 PM,finsummary_45274.pdf (235.03 KB),1.0,132170.0,arun kumar,24-Sep-2019 12:04 PM,Rejected-AOC,Rejected due to higher rates bidder L4,06-Dec-2019 01:26 PM,Technical,Summary,Virender Kumar,05-Oct-2019 11:33 AM,technical_45274.pdf,1.0,132250.0,Raj Kumar Govt. Contractor,INR,"605,263",Finance,Summary,Virender Kumar,14-Oct-2019 03:02 PM,finance_45274.pdf,BOQ Comparative Chart,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,131948.0,chander pal rihal,22-Sep-2019 02:11 PM,Rejected-AOC,Rejected due to higher rates bidder L2,06-Dec-2019 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,132250.0,Raj Kumar Govt. Contractor,24-Sep-2019 05:47 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,06-Dec-2019 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,132338.0,ROHIT RANA,25-Sep-2019 04:03 PM,Rejected-AOC,Rejected due to higher rates bidder L3,06-Dec-2019 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,131657.0,SURINDER KUMAR,18-Sep-2019 07:39 PM,Rejected-AOC,Rejected due to higher rates bidder L5,06-Dec-2019 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD in the shape of National saving NSC/TDA in any of the post office in HP Nationalized bank,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
