Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,PWD,Job 3 Construction of link road from Bhaloh to Bha,2019_PWD_31074_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),26-Aug-2019 10:00 AM,04-Sep-2019 11:00 AM,26-Aug-2019 10:30 AM,03-Sep-2019 05:00 PM,NA ,NA ,26-Aug-2019 10:30 AM,03-Sep-2019 05:00 PM,16-Sep-2019 10:00 AM,"31,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Job 3 Construction of link road from Bhaloh to Bhalola km.0-0 to 1-695 Sub Head C.O embankment, Retaining walls, CD, WMM and bituminous concrete km. 1-140 to 1-695","Job 3 Construction of link road from Bhaloh to Bhalola km.0-0 to 1-695 Sub Head C.O embankment, Retaining walls, CD, WMM and bituminous concrete km. 1-140 to 1-695",Please refer to Bidding Documents ,NA ,"15,46,711",Civil Works - Roads,NA ,Tender,120.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC,Er. B.S. Dehlal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,13-Sep-2019 03:39 PM,16-Sep-2019 10:00 AM,techsummary_44727.pdf (855.18 KB),PWD,2019_PWD_31074_1,Job 3 Construction of link road from Bhaloh to Bha,"Job 3 Construction of link road from Bhaloh to Bhalola km.0-0 to 1-695 Sub Head C.O embankment, Retaining walls, CD, WMM and bituminous concrete km. 1-140 to 1-695",30-Nov-2019,"INR 1,546,711",90.0,Bhupinder Singh,01-Dec-2019 06:24 PM,Awardletter.PDF (1210.00 KB),Awardletter,Er. B.S. Dehlal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,17-Sep-2019 06:07 PM,finsummary_44727.pdf (783.92 KB),1.0,129627.0,Ashwani Kumar,INR,"1,216,078",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,17-Sep-2019 05:51 PM,finance_44727.pdf,BOQ Comparative Chart,1.0,129639.0,Arjun Singh,03-Sep-2019 02:48 PM,Rejected-Technical,As per Technical Bid Evaluation Proceeding,13-Sep-2019 03:39 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,13-Sep-2019 03:11 PM,technical_44727.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,129627.0,Ashwani Kumar,03-Sep-2019 01:29 PM,Accepted-AOC,ok,01-Dec-2019 06:24 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,129482.0,Manoj Kumar,31-Aug-2019 10:19 PM,Rejected-AOC,ok,01-Dec-2019 06:24 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,129466.0,Nitish Thakur,31-Aug-2019 02:24 PM,Rejected-Technical,As per Technical Bid Evaluation Proceeding,13-Sep-2019 03:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,129576.0,Rishi Kumar,03-Sep-2019 01:00 PM,Rejected-AOC,ok,01-Dec-2019 06:24 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Machinery Tool Plant as per bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazetted and non Gazetted officer HPPWD employees related to him (General Rule No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
