Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Augmentation of lift Water Supply Scheme of Jawahar Navodya Vidhalya Judda Ka Johar Nahan Distt. Sirmour HP,"Providing, Laying, Jointing and Testing of MSERW/GMS pipe of 80mm dia in Rising main, S/E of Submersible pumping machinery with allied accessories and C/O RCC pillar for Rising main and automation",Please refer Tender documents. ,NA ,"19,96,717",Pumps/Motors,NA ,Tender,120.0,180.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,400.0,Executive Engineer IPH Division Nahan,Nahan,No,19-Jul-2019 05:30 PM,09-Aug-2019 11:30 AM,19-Jul-2019 05:30 PM,09-Aug-2019 11:00 AM,NA ,NA ,19-Jul-2019 06:00 PM,09-Aug-2019 11:00 AM,28-Aug-2019 10:30 AM,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",IPH-DN-Nahan-TA-Tender/19-20- 3320-60 dt 18-07-19,2019_HPIPH_30295_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer IPH Division Nahan,Executive Engineer IPH Division Nahan,"37,500",Yes,fixed,,Executive Engineer IPH Division Nahan,Nahan,AOC,1.0,127218.0,Bhaw Singh,08-Aug-2019 10:50 PM,Rejected-Finance,Rejected,17-Dec-2019 03:45 PM,Dr. Mandeep Gupta EE,Internal,Supdt HDM DAO TA,Mandeep Gupta,27-Aug-2019 06:00 PM,28-Aug-2019 10:30 AM,techsummary_43657.pdf (103.01 KB),Technical,Techhnical Bid Opening Summary,Mandeep Gupta,27-Aug-2019 05:56 PM,technical_43657.pdf,Finance,Financial Bid Opening Summary,Mandeep Gupta,28-Aug-2019 11:57 AM,finance_43657.pdf,BOQ Comparative Chart,17-Dec-2019,"INR 1,996,717",180.0,Mandeep Gupta,17-Dec-2019 03:48 PM,AOC.pdf (680.00 KB),Award to Contractor,Er. J.S. Chouhan,Internal,SE EED EENaahan CHD Supdt II Dman WA,Mandeep Gupta,17-Dec-2019 03:45 PM,finsummary_43657.pdf (1252.76 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2019_HPIPH_30295_4,IPH-DN-Nahan-TA-Tender/19-20- 3320-60 dt 18-07-19,Augmentation of lift Water Supply Scheme of Jawahar Navodya Vidhalya Judda Ka Johar Nahan Distt. Sirmour HP,1.0,127108.0,GAURAV SHARMA,INR,"2,138,705",AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,127108.0,GAURAV SHARMA,08-Aug-2019 01:02 PM,Accepted-AOC,AOC,17-Dec-2019 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPIPH in valid Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,127194.0,HYDRAULIC ENGINEERING COMPANY,08-Aug-2019 04:10 PM,Rejected-Finance,Rejected,17-Dec-2019 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,126562.0,shiv iron general engineers,02-Aug-2019 08:51 PM,Rejected-Finance,Rejected,17-Dec-2019 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking Joint venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,127157.0,The Nandini Enterprises and Sons,08-Aug-2019 01:16 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Aug-2019 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Dealership and sub dealership of quated pump/motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of the curve charts along with selection of pumps and motors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
