Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Balbir singh Sr. Asstt.. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,26-Dec-2019 11:24 AM,finsummary_44373.pdf (203.71 KB),26-Dec-2019,"INR 2,797,900",180.0,Kishan Lal Chaudhary,26-Dec-2019 11:26 AM,AOC.pdf (581.00 KB),WORK AWARDED TO SH. SANDEEP KUMAR,PWD,2019_PWD_30833_1,SANOURA SHIMLIYA UNDER SCSP,C/O Sanoura Shimliya road Km. 0/0 to 8/150,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Supdt. G-II, Smt. Asha Kamal HDM, Sh. Balbir Singh Sr. Asstt. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,23-Aug-2019 12:28 PM,23-Aug-2019 12:40 PM,techsummary_44373.pdf (424.52 KB),Finance,SUMMARY,Kishan Lal Chaudhary,12-Sep-2019 11:56 AM,finance_44373.pdf,BOQ Comparative Chart,1.0,128455.0,Sandeep Kumar,INR,"3,480,004",Technical,SUMMARY,Kishan Lal Chaudhary,23-Aug-2019 12:07 PM,technical_44373.pdf,1.0,128440.0,Deepak Attri,19-Aug-2019 05:43 PM,Rejected-AOC,L4,26-Dec-2019 11:26 AM,AOC,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,1.0,DD - Demand Draft,10-Aug-2019 04:00 PM,21-Aug-2019 11:00 AM,10-Aug-2019 04:00 PM,20-Aug-2019 05:00 PM,NA ,NA ,10-Aug-2019 04:00 PM,20-Aug-2019 05:00 PM,23-Aug-2019 12:40 PM,C/O Sanoura Shimliya road Km. 0/0 to 8/150,"P/L soling G-I , G-II , G-III, M/T in Km. 1/0 to 2/500, C/O 900mm dia RCC Hume pipe culverts alongwith both side wing walls at RD 5/300, 6/150 Under SCSP",Please refer Tender documents. ,NA ,"27,97,900",Civil Works - Roads,NA ,Tender,90.0,180.0,RAJGARH DIVISIONHPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISIONHPPWD RAJGARH,No ,No,"50,000",No,fixed,,EE RAJAGRH,RAJGARH,"1,500",EE RAJAGRH,RAJAGRH,No,PWD,SANOURA SHIMLIYA UNDER SCSP,2019_PWD_30833_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EXECUTIVE ENGINEER,RAJGARH DIVISIONHPPWD RAJGARH,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,128156.0,Dikshant Thakur,17-Aug-2019 02:01 PM,Rejected-Technical,Not Fulfill the qualifying the criteria,23-Aug-2019 12:28 PM,AOC,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,128502.0,Jagmohan Singh,20-Aug-2019 01:29 PM,Rejected-AOC,L6,26-Dec-2019 11:26 AM,AOC,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,128331.0,NARESH KUMAR,18-Aug-2019 07:55 PM,Rejected-AOC,L2,26-Dec-2019 11:26 AM,AOC,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,128146.0,RAJESH KUMAR BHANDARI,17-Aug-2019 05:15 PM,Rejected-AOC,L7,26-Dec-2019 11:26 AM,AOC,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,128455.0,Sandeep Kumar,20-Aug-2019 04:36 PM,Accepted-AOC,L1,26-Dec-2019 11:26 AM,AOC,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,128494.0,Surender Prakash,20-Aug-2019 11:47 AM,Rejected-AOC,L3,26-Dec-2019 11:26 AM,AOC,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,128460.0,Virender Thakur,19-Aug-2019 08:16 PM,Rejected-AOC,L5,26-Dec-2019 11:26 AM,AOC,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor to submit the incomplete works on proforma mentioned S. No. 19 as per General Rules 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
