Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,PW/MED/TA/NIT/ e-notice/21-22-557-67 dt 29.04.22,2022_PWD_60436_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,09-May-2022 10:00 AM,17-May-2022 11:00 AM,09-May-2022 10:00 AM,17-May-2022 10:00 AM,NA ,NA ,09-May-2022 10:00 AM,17-May-2022 10:00 AM,25-May-2022 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,1.0,ICICI BANK,350.0,Nil,Nil,No,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi","Supplying, Installation Testing and Commissioning of Fire Alarm and PA System Warehouse for storage of EVM and VVPAT at Bhiuli District Mandi HP","Supplying, Installation Testing and Commissioning of Fire Alarm and PA System Warehouse for storage of EVM and VVPAT at Bhiuli District Mandi HP",please refer to bid doc ,NA ,"9,87,550",Electrical Works,NA ,Tender,75.0,120.0,MANDI,175001.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,"19,800",No,fixed,,Nil,Nil,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,AOC,ER MUNISH BHOPAL EE,Internal,SR ASSTT SR ASSTT JDM,Munish Bhopal,24-May-2022 02:06 PM,25-May-2022 10:30 AM,techsummary_91299.pdf (349.36 KB),PWD,2022_PWD_60436_1,PW/MED/TA/NIT/ e-notice/21-22-557-67 dt 29.04.22,"Supplying, Installation Testing and Commissioning of Fire Alarm and PA System Warehouse for storage of EVM and VVPAT at Bhiuli District Mandi HP",10-Jun-2022,"INR 987,550",120.0,Munish Bhopal,22-Nov-2022 11:41 AM,AOC.pdf (701.00 KB),work awarded to M/s Hipath Tech. being L1 firm,ER MUNISH BHOPAL EE,Internal,Supdt Sr Asstt JDM,Munish Bhopal,31-May-2022 12:11 PM,finsummary_91299.pdf (310.10 KB),1.0,282091.0,Hipath Technologies,INR,"998,560",Finance,financial bid summary,Munish Bhopal,31-May-2022 12:07 PM,finance_91299.pdf,BOQ Comparative Chart,1.0,282162.0,BELTEX ENGINEERING SERVICES,17-May-2022 12:37 AM,Rejected-Technical,BID RESPONSIVE BUT DISQUALIFIED,24-May-2022 02:06 PM,Technical,TECHNICAL BID SUMMARY,Munish Bhopal,24-May-2022 01:51 PM,technical_91299.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OEM (Fire Alarm System ) / Authorized agency of OEM or appr firm for executing specl job by HPPWD E,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,281284.0,COMPLETE COOLING SOLUTIONS LLP,16-May-2022 11:16 PM,Rejected-Technical,BID RESPONSIVE BUT DISQUALIFIED,24-May-2022 02:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,282091.0,Hipath Technologies,17-May-2022 03:48 AM,Accepted-AOC,work awarded to M/s Hipath Tech. being L1 firm,22-Nov-2022 11:41 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,282120.0,RB Traders,17-May-2022 02:15 AM,Rejected-Technical,BID RESPONSIVE BUT DISQUALIFIED,24-May-2022 02:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,282148.0,Saar Technologies,17-May-2022 09:16 AM,Rejected-Finance,rejected being L2 firm,31-May-2022 12:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt. Deptt / Board / PSU.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
