S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Construction of road from Tutru ( Dehra Bharwain road ) via Bhagnoria Choudhary and Harizan basti upto GPS Bharwara Km. 0/0 to 2/500,"Formation Cutting at RD 2/375 to 2/500, R/wall at RD 2/365 to 2/450 and 900mm dia Hume Pipe Culvert at RD 2/200 and C/o Cement Concrete pavement at RD 2/225 to 2/350 ) and Edge wall at RD 2/165 to 2/225 Under Industrial Corridor",Before uploading of tender please refer to bidding document for all conditions/instructions ,NA ,"18,84,245",Civil Works,C/O Road ,Tender,75.0,90.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,10-Feb-2022 10:00 AM,18-Feb-2022 11:30 AM,10-Feb-2022 10:00 AM,17-Feb-2022 06:00 PM,10-Feb-2022 10:00 AM ,14-Feb-2022 05:00 PM ,10-Feb-2022 10:00 AM,17-Feb-2022 06:00 PM,25-Feb-2022 11:00 AM,"38,000",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,Executive Engineer,HPPWD Division Dehra,PWD,EE Dehra letter No11231-35 dated 02.02.2022,2022_PWD_56626_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form and earnest money,AOC,PWD,2022_PWD_56626_1,EE Dehra letter No11231-35 dated 02.02.2022,Construction of road from Tutru ( Dehra Bharwain road ) via Bhagnoria Choudhary and Harizan basti upto GPS Bharwara Km. 0/0 to 2/500,EE Dehra,Internal,AE to EE Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,24-Feb-2022 03:09 PM,25-Feb-2022 11:00 AM,techsummary_85282.pdf (370.35 KB),EE Dehra,Internal,AE to Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,13-Mar-2022 12:06 PM,finsummary_85282.pdf (209.64 KB),23-Nov-2022,"INR 1,884,245",90.0,Dinesh Kumar Dhiman,23-Nov-2022 12:20 PM,56626_1Award.pdf (584.00 KB),Work award issued,1.0,264594.0,AKSHAY RANA GOVT CONTRACTOR,17-Feb-2022 02:55 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 12:06 PM,Technical,Technical bid opening summary,Dinesh Kumar Dhiman,24-Feb-2022 03:04 PM,technical_85282.pdf,1.0,263881.0,RAJAT KAJAL GOVT CONTRACTOR,INR,"2,051,524",Finance,Financial bid opening summary,Dinesh Kumar Dhiman,13-Mar-2022 11:46 AM,finance_85282.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,264333.0,KARAN DHADWAL,17-Feb-2022 12:51 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 12:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,264205.0,M/S Surjeet Singh Govt. Contractor,17-Feb-2022 09:05 AM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 12:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,263043.0,NEERAJ SAPEHIA,17-Feb-2022 04:33 PM,Rejected-Technical,Non Responsive,24-Feb-2022 03:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid with bid name duly attested,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,263881.0,RAJAT KAJAL GOVT CONTRACTOR,16-Feb-2022 01:41 PM,Accepted-AOC,L1,23-Nov-2022 12:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding list of near relative works as officer/officialsin HPPWD duly attested,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,262907.0,Shubham Dadwal,17-Feb-2022 02:31 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 12:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,264108.0,Suresh Rana,16-Feb-2022 06:33 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 12:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,263722.0,VISHAL DHIMAN GOVT CONTRACTOR,17-Feb-2022 04:47 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 12:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9.0,263459.0,Vishesh Dhiman,15-Feb-2022 05:51 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 12:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
