Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,PW/MED/TA/NIT/ e-notice/21-22-62-71 dt 06.04.22,2022_PWD_59560_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi",1.0,ICICI BANK,Repair and Maintenance of Medical Gaspipe line system and gas plant at Shri Lal Bahadur Shastri Govt. Medical College and Hospital Nerchowk Distt Mandi SH Running operation of Oxygen manifold and 100 LPM PSA Plant existing at make shift Hospital for,Repair and Maintenance of Medical Gaspipe line system and gas plant at Shri Lal Bahadur Shastri Govt. Medical College and Hospital Nerchowk Distt Mandi SH Running operation of Oxygen manifold and 100 LPM PSA Plant existing at make shift Hospital for,plz refer to bid doc ,NA ,"7,99,680",Electrical Works,NA ,Tender,75.0,365.0,NERCHOWK,175008.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,16-Apr-2022 10:00 AM,23-Apr-2022 11:30 AM,16-Apr-2022 10:00 AM,23-Apr-2022 10:00 AM,NA ,NA ,16-Apr-2022 10:00 AM,23-Apr-2022 10:00 AM,05-May-2022 11:00 AM,"15,994",No,fixed,,Nil,Nil,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,AOC,Finance,fins summary,Munish Bhopal,09-May-2022 03:49 PM,finance_90111.pdf,BOQ Comparative Chart,1.0,278597.0,AnKServices,INR,"799,584",1.0,278597.0,AnKServices,21-Apr-2022 03:13 PM,Accepted-AOC,work awarded being L1 firm,21-Nov-2022 05:33 PM,Technical,techbid summary,Munish Bhopal,05-May-2022 10:52 AM,technical_90111.pdf,ER MUNISH BHOPAL EE,Internal,Sr Asstt Sr Asstt JDM,Munish Bhopal,05-May-2022 10:54 AM,05-May-2022 11:00 AM,techsummary_90111.pdf (343.79 KB),PWD,2022_PWD_59560_1,PW/MED/TA/NIT/ e-notice/21-22-62-71 dt 06.04.22,Repair and Maintenance of Medical Gaspipe line system and gas plant at Shri Lal Bahadur Shastri Govt. Medical College and Hospital Nerchowk Distt Mandi SH Running operation of Oxygen manifold and 100 LPM PSA Plant existing at make shift Hospital for,07-Jun-2022,"INR 799,680",365.0,Munish Bhopal,21-Nov-2022 05:33 PM,AOC.pdf (710.00 KB),work awarded to M/s ANK Services being L1 firm,ER MUNISH BHOPAL EE,Internal,Supdt Sr Asstt JDM,Munish Bhopal,09-May-2022 03:57 PM,finsummary_90111.pdf (299.14 KB),AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OEM (Medical Gas pipe line system) Authorized agency of OEM as per TQC,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,AOC,,,,,,,,,,,,2.0,278737.0,Mahadev Enterprises,21-Apr-2022 09:07 PM,Rejected-Finance,rejected being l2 firm,09-May-2022 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,,,,,,,,,,,,5.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,,,,,,,,,,,,,,6.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES 16,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt. Deptt / Board / PSU.,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
