Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
25-May-2022 03:00 PM,31-May-2022 11:30 AM,25-May-2022 03:00 PM,31-May-2022 10:30 AM,NA ,NA ,25-May-2022 03:00 PM,31-May-2022 10:30 AM,10-Jun-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,"42,500",Yes,fixed,,Nil,Nil,500.0,Nil,Nil,Yes,S R Govt. Degree college Bhoranj SH CO shed for Parking,S R Govt. Degree college Bhoranj SH CO shed for Parking,Please refer Tender documents. ,NA ,"23,14,078",Civil Works - Buildings,NA ,Tender,75.0,90.0,Bhornj,176045.0,NA ,NA ,NA ,Bhornj,No ,No,PWD,letter No. 1228 dated 07-05-2022,2022_PWD_61063_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer Bhoranj Division HP.PWD Bhoranj,Executive Engineer Bhoranj Division HP.PWD Bhoranj,1.0,ICICI BANK,AOC,PWD,2022_PWD_61063_1,letter No. 1228 dated 07-05-2022,S R Govt. Degree college Bhoranj SH CO shed for Parking,"Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",Internal,"Supdt.Gr.-II, HDM, DAO, A.E.Bhoranj Sub Division",Arvind Lakhanpal,08-Jun-2022 11:12 AM,10-Jun-2022 11:30 AM,techsummary_92169.pdf (997.55 KB),Executive Engineer,Internal,HDM DAO Supdtt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,22-Nov-2022 01:19 PM,finsummary_92169.pdf (485.51 KB),22-Nov-2022,"INR 3,375,960",90.0,Arvind Lakhanpal,22-Nov-2022 01:54 PM,610631.pdf (1083.00 KB),Work awarded to Sh. Rakesh Chand vide letter No. 5410-15 dt. 27.07.2022,1.0,284266.0,AAR ESS Surgical,28-May-2022 03:58 PM,Rejected-AOC,2nd lowest,22-Nov-2022 01:55 PM,Technical,Technical bid attached,Arvind Lakhanpal,08-Jun-2022 11:08 AM,technical_92169.pdf,1.0,284249.0,RAKESH CHAND GOVT. CONTRACTOR,INR,"3,375,960",Finance,EE DAO HDM Supdt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,22-Nov-2022 01:08 PM,finance_92169.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,284608.0,Gulam mohammad,31-May-2022 10:08 AM,Rejected-Technical,Document attahed,08-Jun-2022 11:12 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,284249.0,RAKESH CHAND GOVT. CONTRACTOR,28-May-2022 03:14 PM,Accepted-AOC,1st lowest,22-Nov-2022 01:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
