EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,21,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"Job 2 Improvement and widening and Construction of link road from NMT road to Mohlla Brahmna, Harizan Mohalla to Shamshanghat in Village Bharolian Khurd and from Una Santokhgarh road to Shamshanghat Jankour to Sunehra Bridge via Saini Mohalla from","Job 2 Improvement and widening and Construction of link road from NMT road to Mohlla Brahmna, Harizan Mohalla to Shamshanghat in Village Bharolian Khurd and from Una Santokhgarh road to Shamshanghat Jankour to Sunehra Bridge via Saini Mohalla fro",Please refer to Bidding Documents ,NA ,"2,10,45,887",Civil Works - Roads,NA ,Tender,75.0,365.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,01-Jul-2022 10:00 AM,07-Jul-2022 11:00 AM,01-Jul-2022 10:30 AM,07-Jul-2022 09:00 AM,NA ,NA ,01-Jul-2022 10:30 AM,07-Jul-2022 09:00 AM,16-Aug-2022 11:00 AM,PWD,Job 2 Improvement and widening and Construction of,2022_PWD_62317_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"5,000",Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",AOC,"Er. Rajesh Kumar, EE",Internal,"Er. Avind AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,12-Aug-2022 11:45 AM,16-Aug-2022 11:00 AM,techsummary_93980.pdf (497.71 KB),PWD,2022_PWD_62317_1,Job 2 Improvement and widening and Construction of,"Job 2 Improvement and widening and Construction of link road from NMT road to Mohlla Brahmna, Harizan Mohalla to Shamshanghat in Village Bharolian Khurd and from Una Santokhgarh road to Shamshanghat Jankour to Sunehra Bridge via Saini Mohalla from",11-Oct-2022,"INR 21,045,887",365.0,Arvind Chaudhary,19-Nov-2022 10:48 AM,Awardletter.pdf (1097.00 KB),Work awarded to the Contr vide T/O letter No. 12916-25 Dt. 11.10.2022,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Arvind Chaudhary,09-Sep-2022 05:14 PM,finsummary_93980.pdf (592.70 KB),1.0,289958.0,Amrik Singh,06-Jul-2022 07:13 PM,Rejected-Finance,Not L-1,09-Sep-2022 05:14 PM,Technical,Bids List,Rajesh Kumar,08-Jul-2022 11:31 AM,technical_93980.pdf,Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,09-Sep-2022 04:53 PM,finance_93980.pdf,BOQ Comparative Chart,1.0,289627.0,SUBHASH CHAND,INR,"15,142,117",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,290173.0,B T Construction Company,06-Jul-2022 04:05 PM,Rejected-Finance,Not L-1,09-Sep-2022 05:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,290336.0,ganesh,07-Jul-2022 01:01 AM,Rejected-Finance,Not L-1,09-Sep-2022 05:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,289517.0,M/S R.R.Builders,06-Jul-2022 03:45 PM,Rejected-Finance,Not L-1,09-Sep-2022 05:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,290242.0,SS CONSTRUCTION COMPANY,06-Jul-2022 11:19 PM,Rejected-Finance,Not L-1,09-Sep-2022 05:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report as per Clause 4.6,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,289627.0,SUBHASH CHAND,06-Jul-2022 02:20 PM,Accepted-AOC,ok,19-Nov-2022 10:49 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Experience in works of a similar nature and size for each of the last five years, and details of wor",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Evidence of ownership of major items of construction equipment named in Clause 4.4B (b) (i) of ITB o,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Details of the technical personnel proposed to be employed for the Contract having the qualification,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Reports on the financial standing of the Bidder, such as profit and loss statements and auditors re",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
