Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,EE Dehra letter No. 5324-28 dt. 28.07.2022,2022_PWD_63686_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,C/o link road from Kabir Panthi Basti Dhonta to Sh. Kuldeep Singh House via Behar dhiman and SC Basti road in Km. 0/00 to 0/980,C/o Crate wall at RD 0/350 to 0/450 and C/o Embankment at RD 0/350 to 0/450,Please refer to tender documents ,NA ,"6,31,750",Civil Works,NA ,Tender,75.0,30.0,Dehra,177101.0,NA ,NA ,NA ,EE HPPWD Division Dehra,No ,No,1.0,ICICI BANK,Executive Engineer,HPPWD Division Dehra,17-Aug-2022 10:00 AM,24-Aug-2022 11:30 AM,17-Aug-2022 10:00 AM,23-Aug-2022 06:00 PM,NA ,NA ,17-Aug-2022 10:00 AM,23-Aug-2022 06:00 PM,16-Sep-2022 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of form and earnest money,350.0,Nil,Nil,No,"13,000",No,fixed,,Nil,Nil,AOC,PWD,2022_PWD_63686_1,EE Dehra letter No. 5324-28 dt. 28.07.2022,C/o link road from Kabir Panthi Basti Dhonta to Sh. Kuldeep Singh House via Behar dhiman and SC Basti road in Km. 0/00 to 0/980,EE Dehra,Internal,"HDM,Supdt,DAO",Dinesh Kumar Dhiman,16-Sep-2022 12:00 PM,16-Sep-2022 01:00 PM,techsummary_95985.pdf (684.07 KB),EE Dehra,Internal,"DHD,Supdt,DAO",Dinesh Kumar Dhiman,20-Sep-2022 01:35 PM,finsummary_95985.pdf (162.28 KB),15-Nov-2022,"INR 631,750",30.0,Dinesh Kumar Dhiman,15-Nov-2022 03:46 PM,Award63686_1.pdf (624.00 KB),Work award issued,1.0,296542.0,VISHAL DHIMAN GOVT CONTRACTOR,INR,"607,650",Finance,Summary,Dinesh Kumar Dhiman,20-Sep-2022 01:32 PM,finance_95985.pdf,BOQ Comparative Chart,1.0,296949.0,MAHINDER SINGH,23-Aug-2022 11:44 AM,Rejected-Finance,Highest Bidder,20-Sep-2022 01:35 PM,Technical,Summary,Dinesh Kumar Dhiman,16-Sep-2022 11:54 AM,technical_95985.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,Copy of enlistment,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,297134.0,SUBHASH CHAND,23-Aug-2022 02:15 PM,Rejected-Technical,Non Responsive,16-Sep-2022 12:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration with copy of Return of previous FY,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,297177.0,SUMIT KUMAR GOVT. CONTRACTOR,23-Aug-2022 04:21 PM,Rejected-Technical,Non Responsive,16-Sep-2022 12:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,296542.0,VISHAL DHIMAN GOVT CONTRACTOR,23-Aug-2022 12:29 PM,Accepted-AOC,L1,15-Nov-2022 03:47 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of existing commentments under Dehra Division.,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid showing name of bid duly attested from competent authority,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding list of near relative works as officer/officials in HPPWD duly attested,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card with IT Return of previous FY,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF with return of previous FY,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
