Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Category,Sub Category,Sub Category Description,Format/File,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi",1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,350.0,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,"16,350",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,1.0,ICICI BANK,23-Jun-2021 10:00 AM,30-Jun-2021 11:30 AM,23-Jun-2021 10:00 AM,30-Jun-2021 10:00 AM,NA ,NA ,23-Jun-2021 10:00 AM,30-Jun-2021 10:00 AM,28-Jul-2021 11:00 AM,"Construction of Forest Rest House at Syal, Tehsil Manali District Kullu H.P SH Providing E.I therein","Construction of Forest Rest House at Syal, Tehsil Manali District Kullu H.P SH Providing E.I therein",Please refer to bid document. ,NA ,,Electrical Works,NA ,Tender,75.0,365.0,Syal,175101.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,PWD,PW/MED/TA/NIT/ e-notice/21-22-1606-15 dt 08.06.21,2021_PWD_48936_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC,PWD,2021_PWD_48936_1,PW/MED/TA/NIT/ e-notice/21-22-1606-15 dt 08.06.21,"Construction of Forest Rest House at Syal, Tehsil Manali District Kullu H.P SH Providing E.I therein",Er Munish Bhopal EE,Internal,Sh Jai Ram HDM Sh Kapil Soni Sr Asstt Sh Manish Kumar TA,Suresh Kumar Dhiman,27-Jul-2021 11:43 AM,28-Jul-2021 11:00 AM,techsummary_73338.pdf (324.89 KB),Er Munish Bhopal EE,Internal,Sh Jai Ram HDM Sh Kapil Soni Sr Asstt Sh Manish Kumar TA,Suresh Kumar Dhiman,06-Aug-2021 11:29 AM,finsummary_73338.pdf (295.69 KB),13-Jul-2022,"INR 815,277",365.0,Munish Bhopal,22-Nov-2022 11:46 AM,AOC.pdf (666.00 KB),work awarded to Sh. Vinod Kumar being L1 contr,1.0,220395.0,NITIN PROP A VIGHNA ELECTRICALS,30-Jun-2021 01:28 AM,Not Admitted-Fee/PreQual/Technical,Others-BID DOCUMENTS NOT SUBMITTED PHYSICALLY,27-Jul-2021 11:41 AM,Technical,TECH SUMMARY,Suresh Kumar Dhiman,27-Jul-2021 11:41 AM,technical_73338.pdf,Finance,finsummary,Suresh Kumar Dhiman,06-Aug-2021 11:05 AM,finance_73338.pdf,BOQ Comparative Chart,1.0,220204.0,VINOD KUMAR,INR,"801,104",AOC
,,,,.pdf,Contractor registration Class B or C (Elect) in HPPWD with valid Elect license,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,220311.0,PRAGATI ELECTRICAL AND ELECTRONIC CO,29-Jun-2021 05:32 PM,Not Admitted-Fee/PreQual/Technical,Others-BID DOCUMENTS NOT SUBMITTED PHYSICALLY,27-Jul-2021 11:41 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,220255.0,Rajesh Electrical Works,29-Jun-2021 04:08 PM,Rejected-Finance,Rejected being L2,06-Aug-2021 11:29 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,220204.0,VINOD KUMAR,29-Jun-2021 03:32 PM,Accepted-AOC,work awarded to Sh. Vinod Kumar being L1 contr,22-Nov-2022 11:46 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,5.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt Deptt / Board / PSU.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
