Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Executive Engineer,HP City Transport and Bus Stand Management And Development Authority Tutikandi Shimla -4,1.0,Fee/PreQual/Technical,.pdf,Cost of tender From,"5,000",HP BSMDA Tutikandi Shimla-4,Shimla,No,"5,00,000",No,fixed,,HP BSMDA Tutikandi Shimla-4,Shimla,Construction of New Bus Stand at Baijnath Distt- Kangra HP,"SH Construction of Building portion of New Bus Stand and Work shop including site Development, WS and SI Harvesting tank and septic tank etc",Please refer Tender Document  ,NA ,"19,52,59,421",Civil Works,NA ,Tender,120.0,545.0,Baijnath kangra,176063.0,NA ,NA ,NA ,Shimla,No ,No,Bus Stands Management and Development Authority||BSMDA Civil Wing ||OSD DM HRTC Shimla,HPBSMDA/EE/(2)/2021 Tenders Vol-III,2022_BSMDA_60665_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,13-May-2022 06:00 PM,31-May-2022 11:30 AM,17-May-2022 06:00 PM,31-May-2022 10:30 AM,NA ,NA ,17-May-2022 06:00 PM,31-May-2022 10:30 AM,31-May-2022 12:20 PM,1.0,DD - Demand Draft,AOC,Madan Lal Chauhan,Internal,Mast Ram Mehta Sunita Devi Shyam Lal,Madan Lal Chauhan,11-Nov-2022 03:41 PM,finsummary_91636.pdf (237.00 KB),1.0,284549.0,M/s Surindera Traders,INR,"175,478,558",Bus Stands Management and Development Authority||BSMDA Civil Wing ||OSD DM HRTC Shimla,2022_BSMDA_60665_1,HPBSMDA/EE/(2)/2021 Tenders Vol-III,Construction of New Bus Stand at Baijnath Distt- Kangra HP,Technical,Technical Opening,Sunita Devi,31-May-2022 12:13 PM,technical_91636.pdf,Finance,Financial Opening,Madan Lal Chauhan,11-Nov-2022 03:34 PM,finance_91636.pdf,BOQ Comparative Chart,11-Nov-2022,"INR 175,478,558.35",545.0,Madan Lal Chauhan,11-Nov-2022 03:44 PM,5Award.pdf (1038.00 KB),1,284566,Ajay Kumar Sood Engineers and Contractors,30-May-2022 09:15 PM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,Madan Lal Chauhan,Internal,Mast Ram Mehta Sunita Devi Shyam Lal,Sunita Devi,31-May-2022 12:19 PM,31-May-2022 12:20 PM,techsummary_91636.pdf (472.39 KB),AOC
,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,284506,H. C. Bansal Engg. & Contt.,31-May-2022 10:19 AM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,,,,,,,,AOC
,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,284567,KDN Infrastructure Pvt. Ltd.,30-May-2022 10:04 PM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,,,,,,,,AOC
,,,,.pdf,Work Done Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,284549,M/s Surindera Traders,31-May-2022 10:28 AM,Accepted-AOC,Accepted,11-Nov-2022 03:45 PM,,,,,,,,AOC
,,,,.pdf,"GST No. and E.P.F Number, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,284386,Om Parkash Sharma And Sons,30-May-2022 05:51 PM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,,,,,,,,AOC
,,,,.pdf,List of Machinery tool and Plant with Ownership Document/Affidavit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,284353,RAMESH CHAND CHOPRA AND SONS,30-May-2022 11:36 AM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,,,,,,,,AOC
,,,,.pdf,Affidavit that the information submitted by the bidder is true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,283032,Ravi Kumar,29-May-2022 11:47 AM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,,,,,,,,AOC
,,,,.pdf,Form 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,283970,S G Constructions,31-May-2022 07:27 AM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,284283,Ujjawal Singh,28-May-2022 09:09 PM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,284526,Vidya Infrastructure and Developers,31-May-2022 09:22 AM,Rejected-Finance,Rejected,11-Nov-2022 03:41 PM,,,,,,,,AOC
