Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Er Munish Bhopal EE,Internal,Supdt Sr Asstt JDM,Munish Bhopal,04-Oct-2022 03:49 PM,finsummary_96879.pdf (434.43 KB),04-Oct-2022,"INR 811,900",30.0,Munish Bhopal,24-Nov-2022 11:59 AM,AOC.pdf (671.00 KB),work awarded to M/s Acoustic media solutions being L1 firm,PWD,2022_PWD_64349_1,PW/MED/TA/NIT/ e-notice/22-23-4476-86 dt 24.08.22,"Supply, installation, testing and commissioning of Adjustable motorized platform bar and stage light controller at Atal Sadan Kullu H.P",Er Munish Bhopal EE,Internal,Sr Asstt Sr Asstt JDM,Munish Bhopal,24-Sep-2022 02:06 PM,24-Sep-2022 02:15 PM,techsummary_96879.pdf (457.13 KB),Finance,Summary,Suresh Kumar Dhiman,24-Sep-2022 06:17 PM,None,BOQ Comparative Chart,1.0,299905.0,Acoustic Media Solutions,INR,"800,300",Technical,TECHSUMMARY,Munish Bhopal,24-Sep-2022 01:27 PM,technical_96879.pdf,1.0,299905.0,Acoustic Media Solutions,08-Sep-2022 05:47 PM,Accepted-AOC,work awarded to M/s Acoustic media solutions being L1 firm,24-Nov-2022 11:59 AM,AOC,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi",350.0,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,No,03-Sep-2022 10:00 AM,09-Sep-2022 10:30 AM,03-Sep-2022 10:00 AM,09-Sep-2022 10:00 AM,NA ,NA ,03-Sep-2022 10:00 AM,09-Sep-2022 10:00 AM,24-Sep-2022 02:15 PM,1.0,ICICI BANK,"Supply, installation, testing and commissioning of Adjustable motorized platform bar and stage light controller at Atal Sadan Kullu H.P","Supply, installation, testing and commissioning of Adjustable motorized platform bar and stage light controller at Atal Sadan Kullu H.P",PLZ REFER TO NIT AND BID DOC ,NA ,"8,11,900",Electrical Works,NA ,Tender,75.0,30.0,KULLU,175101.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,"16,250",Yes,fixed,,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,PWD,PW/MED/TA/NIT/ e-notice/22-23-4476-86 dt 24.08.22,2022_PWD_64349_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,299910.0,MATRIX INTEGRATIONS,08-Sep-2022 06:43 PM,Rejected-Finance,rejected being L2 firm,04-Oct-2022 03:49 PM,AOC,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of OEM ILLUMINATION EQUIPMENT FOR EVENT AND ACTIVITIES or auth AGENCY OF OEM AS PER BOQ,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per Technical qualification criteria,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES 16,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that never been blacklisted and info. being furnished with the bid is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
