Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,No,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi",PWD,PW/MED/TA/NIT/ e-notice/21-22-986-94 dt 10.05.21,2021_PWD_47755_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Supplying, Installation, Testing and Commissioning of Fire Alarm System at 100 Bedded Hospital at Sandhol, Tehsil Dharmpur, District Mandi HP","Supplying, Installation, Testing and Commissioning of Fire Alarm System at 100 Bedded Hospital at Sandhol, Tehsil Dharmpur, District Mandi HP",Please refer to bid document ,NA ,,Electrical Works,NA ,Tender,75.0,365.0,Sandhol,176090.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,"36,400",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,1.0,ICICI BANK,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,corrigendum of key dates,Date,,25-May-2021 01:00 PM,05-Jun-2021 11:30 AM,25-May-2021 01:00 PM,05-Jun-2021 10:00 AM,NA ,NA ,25-May-2021 01:00 PM,05-Jun-2021 10:00 AM,23-Jun-2021 12:30 PM,AOC,Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt,Dalip singh Patial,23-Jun-2021 12:13 PM,23-Jun-2021 12:30 PM,techsummary_71626.pdf (331.88 KB),PWD,2021_PWD_47755_1,PW/MED/TA/NIT/ e-notice/21-22-986-94 dt 10.05.21,"Supplying, Installation, Testing and Commissioning of Fire Alarm System at 100 Bedded Hospital at Sandhol, Tehsil Dharmpur, District Mandi HP",01-Feb-2022,"INR 1,926,708",365.0,Munish Bhopal,22-Nov-2022 03:52 PM,AOC.pdf (654.00 KB),work awarded to M/s Sharma Elect Co. being L1 firm,Er Dalip Singh Patial EE,Internal,Sh Kapil Dev Soni Sr Asstt Sh Jai Ram HDM Sh Manish Kumar TA,Dalip singh Patial,30-Jun-2021 10:42 AM,finsummary_71626.pdf (296.38 KB),1.0,214957.0,SHARMA ELECTRICAL CO.,INR,"1,910,200",Finance,techsummary,Dalip singh Patial,29-Jun-2021 04:02 PM,finance_71626.pdf,BOQ Comparative Chart,1.0,214957.0,SHARMA ELECTRICAL CO.,04-Jun-2021 02:28 PM,Accepted-AOC,work awarded to M/s Sharma Elect Co. being L1 firm,22-Nov-2022 03:52 PM,Technical,technical bid summary,Dalip singh Patial,23-Jun-2021 11:11 AM,technical_71626.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OEM (Fire alarm) / Contr. Regn in HPPWD (Elect) / approved firm for executing specialized job,2.0,ICICI NEFT/RTGS,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,2.0,Corrigendum of TQC,Other,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,214292.0,TARUN FIRE SYSTEM,04-Jun-2021 03:51 PM,Rejected-Finance,rejected being L2,30-Jun-2021 10:42 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,5.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,6.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt Deptt / Board / PSU.,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
