Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Technical Bid Opening Summary,Prem Pal Sharma,26-Sep-2022 04:32 PM,technical_98273.pdf,1.0,303871.0,Ashwani Bramta,25-Sep-2022 07:19 PM,Rejected-Finance,L-2,18-Nov-2022 01:24 PM,Finance,2 No bids received and Sarita is L-1,Tarsem Singh,18-Nov-2022 01:21 PM,finance_98273.pdf,BOQ Comparative Chart,1.0,303615.0,Sarita Devi,INR,"3,359,592",21-Nov-2022,"INR 3,359,592",30.0,Tarsem Singh,21-Nov-2022 03:58 PM,369.pdf (855.00 KB),Smt. Sarita Chauhan is L1.,E E,Internal,HDM Supdt Tender Ass,Tarsem Singh,18-Nov-2022 01:24 PM,finsummary_98273.pdf (265.60 KB),Er. Ram Singh Thakur,Internal,,Prem Pal Sharma,26-Sep-2022 04:33 PM,26-Sep-2022 04:35 PM,techsummary_98273.pdf (145.78 KB),PWD,2022_PWD_65287_1,PW-JD/E-Tender/2022-23 -7092-94 DT. 6.9.2022,Repair to 35.00 mtr. span (Double Lane) Pre-Stressed Concrete Girder Bridge along with foot path both sides over Sundli Nallah on Link road to Jubbal Bazar upto Santoshinagar at RD.1/390,AOC,PWD,PW-JD/E-Tender/2022-23 -7092-94 DT. 6.9.2022,2022_PWD_65287_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender as per Tender Document,Repair to 35.00 mtr. span (Double Lane) Pre-Stressed Concrete Girder Bridge along with foot path both sides over Sundli Nallah on Link road to Jubbal Bazar upto Santoshinagar at RD.1/390,"Providing M.T. works in Approaches,C/O U-shape drain,Edge wall and Breast wall",Please refer Tender documents. ,NA ,"34,14,012",Civil Works,NA ,Tender,120.0,30.0,JUBBAL,171205.0,NA ,NA ,NA ,JUBBAL,No ,No,Executive Engineer Jubbal,HPPWD JUBBAL,"68,280",No,fixed,,Nil,Nil,21-Sep-2022 12:00 PM,26-Sep-2022 03:00 PM,21-Sep-2022 12:00 PM,26-Sep-2022 12:30 PM,NA ,NA ,21-Sep-2022 12:00 PM,26-Sep-2022 12:30 PM,26-Sep-2022 04:35 PM,350.0,Nil,Nil,No,AOC
,,,,,2.0,303615.0,Sarita Devi,25-Sep-2022 06:51 PM,Accepted-AOC,OK,21-Nov-2022 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,The Earnest Money as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,GST Registration as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plants as per Tender Document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
