Cover No,Cover,Document Type,Description,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,ICICI BANK,20-Nov-2021 10:00 AM,27-Nov-2021 11:30 AM,20-Nov-2021 10:00 AM,27-Nov-2021 10:00 AM,NA ,NA ,20-Nov-2021 10:00 AM,27-Nov-2021 10:00 AM,08-Mar-2022 12:00 PM,"26,150",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,500.0,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,No,"Providing, Installation, of 82.5 KVA DG Set in Rest House Circle office, HPPWD, Joginder Nagar District - Mandi HP","Providing, Installation, of 82.5 KVA DG Set in Rest House Circle office, HPPWD, Joginder Nagar District - Mandi HP",plz refer to bid document ,NA ,"13,06,513",Electrical Works,NA ,Tender,75.0,60.0,Joginder nagar,175001.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi",PWD,PW/MED/TA/NIT/ e-notice/21-22-5457-62 dt 11.11.21,2021_PWD_53757_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC,Finance,financial bid summary,Munish Bhopal,08-Mar-2022 02:55 PM,finance_80498.pdf,BOQ Comparative Chart,1.0,245305.0,SHARMA ELECTRICAL CO.,INR,"1,137,663",1.0,245261.0,Haminder Pal,26-Nov-2021 04:25 PM,Rejected-Finance,REJECTED BEING L2,08-Mar-2022 03:03 PM,Technical,technical bid summary,Munish Bhopal,08-Mar-2022 11:47 AM,technical_80498.pdf,Er Sanjay Kumar SE,Internal,EE Elect Mandi EE Design EO Supdt,Munish Bhopal,08-Mar-2022 11:49 AM,08-Mar-2022 12:00 PM,techsummary_80498.pdf (711.76 KB),PWD,2021_PWD_53757_1,PW/MED/TA/NIT/ e-notice/21-22-5457-62 dt 11.11.21,"Providing, Installation, of 82.5 KVA DG Set in Rest House Circle office, HPPWD, Joginder Nagar District - Mandi HP",28-Mar-2022,"INR 1,306,543",60.0,Munish Bhopal,21-Nov-2022 04:47 PM,AOC.pdf (716.00 KB),work awarded to M/s Sharma Elect Co being L1 firm,ER MUNISH BHOPAL EE,Internal,HDM SR ASSTT SR ASSTT,Munish Bhopal,08-Mar-2022 03:03 PM,finsummary_80498.pdf (323.06 KB),AOC
,,.pdf,OEM (DG Set) / Elect contr in appropriate class duly Authorized by OEM DG Set as per TQC,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,245237.0,Kalra Hardware and Electric Store,25-Nov-2021 01:44 PM,Rejected-Finance,REJECTED BEING L3,08-Mar-2022 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,245320.0,PRAGATI ELECTRICAL AND ELECTRONIC CO,26-Nov-2021 01:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Mar-2022 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,245305.0,SHARMA ELECTRICAL CO.,26-Nov-2021 10:38 AM,Accepted-AOC,work awarded to M/s Sharma Elect Co being L1 firm,21-Nov-2022 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt Deptt / Board / PSU.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
