EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"1,25,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,1.0,ICICI BANK,"2,000",Nil,Nil,No,25-May-2022 09:00 AM,01-Jun-2022 11:30 AM,25-May-2022 10:00 AM,01-Jun-2022 11:00 AM,NA ,NA ,25-May-2022 10:00 AM,01-Jun-2022 11:00 AM,02-Jul-2022 11:30 AM,Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,PWD,EE Salooni Letter No. 3440-3540 dated 19-05-2022,2022_PWD_61035_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of link road to village Dind K.M. 0/0 to 3/600,Formation cutting 2.75/5.00 metre wide Jeepable standard K.M. 2/0 to 3/600 and providing crate work for dumping site at R.D. 2/590 to 2/640) (Under BASP),Please refer Tender documents. ,NA ,"62,47,933",Civil Works,NA ,Tender,75.0,90.0,Salooni,176320.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,AOC,1.0,284783.0,Rakesh Govt Contr,INR,"5,623,765",Finance,Bid Opening summary,Deepak Mahajan,22-Jul-2022 11:36 AM,finance_92134.pdf,BOQ Comparative Chart,1.0,284219.0,Gargesh Kumar,31-May-2022 08:34 PM,Rejected-Technical,Non Responsive,27-Jun-2022 07:44 PM,Technical,Bid Opening Summary,Deepak Mahajan,27-Jun-2022 04:53 PM,technical_92134.pdf,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,27-Jun-2022 07:44 PM,02-Jul-2022 11:30 AM,techsummary_92134.pdf (626.29 KB),PWD,2022_PWD_61035_1,EE Salooni Letter No. 3440-3540 dated 19-05-2022,Construction of link road to village Dind K.M. 0/0 to 3/600,22-Aug-2022,"INR 6,247,933",90.0,Deepak Mahajan,04-Nov-2022 05:40 PM,AL.pdf (843.00 KB),Award Letter,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,22-Jul-2022 11:39 AM,finsummary_92134.pdf (18.07 KB),AOC
,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,284783.0,Rakesh Govt Contr,01-Jun-2022 09:18 AM,Accepted-AOC,Work in Progress,04-Nov-2022 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,284733.0,Sarwar Shah,01-Jun-2022 10:50 AM,Rejected-Finance,Other then Lowest,22-Jul-2022 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Work experience as per clause 26.2 b of general and direction and as per schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Detail of Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
