S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Expected Value,1.0,Unnamed: 3,1.01,"1,000",1.02,10,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,298352.0,LAKSHAY VIJ,INR,"6,884,315",Finance,Bid opening summary,Sudhir Kumar Gupta,06-Sep-2022 03:31 PM,finance_96226.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Sudhir Kumar Gupta,05-Sep-2022 02:09 PM,technical_96226.pdf,1.0,297717.0,JITENDER KUMAR GOVT CONT,26-Aug-2022 03:55 PM,Rejected-Technical,no,05-Sep-2022 02:12 PM,ErSudhirGupta,Internal,ShSureshKumarHDMShR.S ThakurSupdtShAnilkumarantalsrDAO,Sudhir Kumar Gupta,17-Oct-2022 05:37 PM,finsummary_96226.pdf (77.40 KB),22-Nov-2022,"INR 8,390,816",180.0,Sudhir Kumar Gupta,08-May-2024 10:10 AM,AOC63859_1.pdf (93.00 KB),AOC,PWD,2022_PWD_63859_1,SD-I-CTR-Tender-9918 dated 16-08-2022,Construction of Sub way at MRR via RKMV Lakkar Bazar near Auckland Tunnel between RD. 150/150 to 150/165(Under Smart city project,ErSudhirGupta,Internal,ShSureshKumarHDMShR.S ThakurSupdtShAnilkumarantalsrDAO,Sudhir Kumar Gupta,05-Sep-2022 02:12 PM,05-Sep-2022 03:00 PM,techsummary_96226.pdf (57.07 KB),AOC,24-Aug-2022 11:00 AM,31-Aug-2022 11:00 AM,24-Aug-2022 11:00 AM,30-Aug-2022 02:00 PM,NA ,NA ,24-Aug-2022 11:00 AM,30-Aug-2022 02:00 PM,05-Sep-2022 03:00 PM,"2,000",Nil,Nil,No,1.0,ICICI BANK,PWD,SD-I-CTR-Tender-9918 dated 16-08-2022,2022_PWD_63859_1,Yes,Open Tender,Item Rate,Works,2.0,Yes,No,Online,No,No,No,"1,67,850",No,fixed,,Nil,Nil,Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,Particulars,Mandatory,FEE,No,   EMD,No,   TENDER FEE,No,Construction of Sub way at MRR via RKMV Lakkar Bazar near Auckland Tunnel between RD. 150/150 to 150/165(Under Smart city project,Construction of Sub way at MRR via RKMV Lakkar Bazar near Auckland Tunnel between RD. 150/150 to 150/165(Under Smart city project,As per SBD ,NA ,,Civil Works,NA ,Tender,75.0,180.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),AOC
,,,,,,,,,,,,,,,,2.0,298352.0,LAKSHAY VIJ,30-Aug-2022 12:34 PM,Accepted-AOC,Awarded,08-May-2024 10:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),AOC
,,,,,,,,,,,,,,,,3.0,297725.0,Neelam Kumar,26-Aug-2022 04:17 PM,Rejected-Finance,2nd Lowest,17-Oct-2022 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.18),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.16 countersigned by EE.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.26.2a,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),AOC
