S.No,Category,Sub Category,Sub Category Description,Format/File,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,"Replacement of E.I, Electrical Accessories and Safety Device in Sports Stage Room, Badminton Court Sports Complex at Paddal Distt Mandi HP for Honble PM Visit fir 2nd Investor meet.","Replacement of E.I, Electrical Accessories and Safety Device in Sports Stage Room, Badminton Court Sports Complex at Paddal Distt Mandi HP for Honble PM Visit for 2nd Investor meet.",Plz refer to bid document ,NA ,"9,99,670",Electrical Works,NA ,Tender,75.0,30.0,Mandi,175001.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,PWD,PW/MED/TA/NIT/ e-notice/21-22-8522-32 dt 03.02.22,2022_PWD_56603_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,350.0,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,No,"20,000",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,11-Feb-2022 10:00 AM,18-Feb-2022 11:30 AM,11-Feb-2022 10:00 AM,18-Feb-2022 10:00 AM,NA ,NA ,11-Feb-2022 10:00 AM,18-Feb-2022 10:00 AM,19-Feb-2022 12:30 PM,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,AOC,ER MUNISH BHOPAL EE,Internal,HDM SUPDT SR ASSTT,Munish Bhopal,19-Feb-2022 12:24 PM,19-Feb-2022 12:30 PM,techsummary_85235.pdf (379.59 KB),PWD,2022_PWD_56603_1,PW/MED/TA/NIT/ e-notice/21-22-8522-32 dt 03.02.22,"Replacement of E.I, Electrical Accessories and Safety Device in Sports Stage Room, Badminton Court Sports Complex at Paddal Distt Mandi HP for Honble PM Visit fir 2nd Investor meet.",23-Mar-2022,"INR 999,670",30.0,Munish Bhopal,21-Nov-2022 05:11 PM,AOC.pdf (747.00 KB),work awarded to Sh. Lal Singh Elect Contr being L1,ER MUNISH BHOPAL EE,Internal,HDM SR ASSTT AB SR ASSTT CB,Munish Bhopal,21-Feb-2022 10:35 AM,finsummary_85235.pdf (301.45 KB),Finance,FINSUMMARY,Munish Bhopal,21-Feb-2022 10:32 AM,finance_85235.pdf,BOQ Comparative Chart,1.0,263871.0,LAL SINGH CONTRACTOR,INR,"1,022,040",1.0,264172.0,BHARAT BHUSHAN SHARMA,16-Feb-2022 08:17 PM,Rejected-Finance,REJECTED BEING L3,21-Feb-2022 10:35 AM,Technical,TECHSUMMARY,Munish Bhopal,19-Feb-2022 12:20 PM,technical_85235.pdf,AOC
2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Contractor registration Class B or C (Elect) in HPPWD with valid Elect license,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,263871.0,LAL SINGH CONTRACTOR,16-Feb-2022 01:58 PM,Accepted-AOC,work awarded to Sh. Lal Singh Elect Contr being L1,21-Nov-2022 05:11 PM,,,,,,AOC
3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,264067.0,Mahesh Electrical And Electronich,16-Feb-2022 05:29 PM,Rejected-Finance,REJECTED BEING L2,21-Feb-2022 10:35 AM,,,,,,AOC
4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt. Deptt / Board / PSU.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
