Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,PW/MED/TA/NIT/ e-notice/21-22-903-13 dt 05.05.21,2021_PWD_47576_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi",1.0,ICICI BANK,500.0,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,"48,800",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,20-May-2021 10:00 AM,27-May-2021 11:30 AM,20-May-2021 10:00 AM,27-May-2021 10:00 AM,NA ,NA ,20-May-2021 10:00 AM,27-May-2021 10:00 AM,11-Jun-2021 01:00 PM,"Construction of School and office Building of Atal Adarsh Vidyalya Gohar Gudhari Tehsil chachiot, District Mandi HP SH Providing E.I therein","Construction of School and office Building of Atal Adarsh Vidyalya Gohar Gudhari Tehsil chachiot, District Mandi HP SH Providing E.I therein",Please refer to bid document ,NA ,,Electrical Works,NA ,Tender,75.0,365.0,Chachiot,175028.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,AOC,PWD,2021_PWD_47576_1,PW/MED/TA/NIT/ e-notice/21-22-903-13 dt 05.05.21,"Construction of School and office Building of Atal Adarsh Vidyalya Gohar Gudhari Tehsil chachiot, District Mandi HP SH Providing E.I therein",Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Superintendent Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt,Dalip singh Patial,11-Jun-2021 12:48 PM,11-Jun-2021 01:00 PM,techsummary_71391.pdf (361.78 KB),Er Dalip Singh Patial EE,Internal,Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt Sh Manish Kumar TA,Dalip singh Patial,23-Jun-2021 03:04 PM,finsummary_71391.pdf (279.82 KB),27-Jul-2022,"INR 2,462,451",365.0,Munish Bhopal,22-Nov-2022 02:46 PM,AOC.pdf (652.00 KB),work awarded to sh Tarun Gupta being L1 contr,Finance,finsummary,Dalip singh Patial,23-Jun-2021 02:42 PM,finance_71391.pdf,BOQ Comparative Chart,1.0,213892.0,TARUN GUPTA,INR,"2,456,585",1.0,213806.0,ARUN KUMAR SHARMA,26-May-2021 01:32 PM,Rejected-Technical,Bid non responsive and unqualified,11-Jun-2021 12:48 PM,Technical,techbidsummary,Dalip singh Patial,11-Jun-2021 12:02 PM,technical_71391.pdf,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,CONTRACTORS REGISTRATION in HPPWD in appropriate Class A or B (Electrical) with valid Elect license,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,213849.0,DHARMENDER SINGH,26-May-2021 03:42 PM,Rejected-Technical,Bid non responsive and unqualified,11-Jun-2021 12:48 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,213917.0,Digvijay Sharma,26-May-2021 11:14 PM,Rejected-Finance,Rejected being L2 firm/ contractor,23-Jun-2021 03:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,213919.0,KUMAR ELECTRONICS CO.,27-May-2021 12:49 AM,Rejected-Technical,Bid non responsive and unqualified,11-Jun-2021 12:48 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,,,5.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,213924.0,NITIN PROP A VIGHNA ELECTRICALS,27-May-2021 02:09 AM,Rejected-Technical,Bid non responsive and unqualified,11-Jun-2021 12:48 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,,,,,6.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,213927.0,Rajesh Kumar Jaswal,27-May-2021 07:32 AM,Rejected-Technical,Bid non responsive and unqualified,11-Jun-2021 12:48 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,213833.0,Ratwan Light House,26-May-2021 02:37 PM,Rejected-Technical,Bid non responsive and unqualified,11-Jun-2021 12:48 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,213901.0,Rohtash Verma,26-May-2021 09:05 PM,Rejected-Finance,Rejected being L2 firm/ contractor,23-Jun-2021 03:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt Deptt / Board / PSU.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,213798.0,SHARMA ELECTRICAL CO.,26-May-2021 12:32 PM,Rejected-Technical,Bid non responsive and unqualified,11-Jun-2021 12:48 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,213892.0,TARUN GUPTA,26-May-2021 08:45 PM,Accepted-AOC,work awarded to sh Tarun Gupta being L1 contr,22-Nov-2022 02:46 PM,,,,,,AOC
