Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
30-Jun-2021 03:00 PM,07-Jul-2021 11:30 AM,30-Jun-2021 03:00 PM,07-Jul-2021 11:00 AM,NA ,NA ,30-Jun-2021 03:00 PM,07-Jul-2021 11:00 AM,17-Jul-2021 05:40 PM,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,ICICI BANK,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 3970-4029 dt 28/06/21,2021_HPIPH_49221_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as mentioned in NIT,Providing FHTC by Augmentation of LWSS Sarsu Mehlana under JJM in GP Drabli in Tehsil Pachhad Distt. Sirmour,L/J and testing of GMS pipes of various dia in distribution system and providing FHTC house hold under JJM,Please refer Tender documents. ,NA ,,Pipe Laying Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"25,240",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,AOC,1.0,221447.0,KAMLENDER SINGH,05-Jul-2021 05:17 PM,Rejected-Finance,Reject,01-Nov-2022 12:40 PM,Er. Ashsh Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,17-Jul-2021 05:35 PM,17-Jul-2021 05:40 PM,techsummary_73757.pdf (183.22 KB),01-Nov-2022,INR 0,90.0,Ashish Rana,01-Nov-2022 12:47 PM,AOC.pdf (697.00 KB),Award to Contractor,Technical,Technical Bid Opening Summary,Ashish Rana,17-Jul-2021 05:34 PM,technical_73757.pdf,Finance,Financial Bid Opening Summary,Ashish Rana,17-Jul-2021 06:04 PM,finance_73757.pdf,BOQ Comparative Chart,ER Ashish Rana EE,Internal,JDM DM EE,Ashish Rana,01-Nov-2022 12:40 PM,finsummary_73757.pdf (193.59 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_49221_9,NHN-SMR00-722- 3970-4029 dt 28/06/21,Providing FHTC by Augmentation of LWSS Sarsu Mehlana under JJM in GP Drabli in Tehsil Pachhad Distt. Sirmour,1.0,221762.0,Propertier,INR,"1,398,522",AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,221406.0,MADAN SINGH,05-Jul-2021 03:44 PM,Rejected-Finance,Reject,01-Nov-2022 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV Vibhag as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,221762.0,Propertier,07-Jul-2021 06:00 AM,Accepted-AOC,AOC,01-Nov-2022 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,221119.0,Ranjeet Singh,04-Jul-2021 06:41 PM,Rejected-Finance,Reject,01-Nov-2022 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No. and GST No as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,221422.0,RAVI DUTT CONTRACTOR,05-Jul-2021 04:09 PM,Rejected-Finance,Reject,01-Nov-2022 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking joint venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
