Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
22-Nov-2022,"INR 3,058,845",90.0,Arvind Lakhanpal,22-Nov-2022 03:14 PM,585311.pdf (1125.00 KB),Work awarded to SS Chauhan vide letter No. 307-15 dt. 07.04.2022,Executive Engineer,Internal,AE DAO HDM Supdtt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,22-Nov-2022 03:13 PM,finsummary_88516.pdf (392.09 KB),Executive Engineer Bhoranj Division HP.PWD Bhoranj,Internal,"Supdt.Gr.-II, HDM, DAO, A.E.Bhoranj Sub Division",Arvind Lakhanpal,01-Apr-2022 12:27 PM,02-Apr-2022 11:30 AM,techsummary_88516.pdf (971.98 KB),PWD,2022_PWD_58531_1,PW-BHORANJ-(D)Tender/ 2020-21 14899 dt. 15-03-2022,Annual maintenance plan for the year 2022 23 on Barara to Bakkar Khad via Patnoun road Km 1.00 to 2.00 2 Bhoranj Manoh road via Khatarwara road 1.00 to 2.00 3 laynani Dhamrol road SH P.L tack coat BC 30mm OGPC with seal coat,Finance,EE AE DAo HDm Supdtt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,22-Nov-2022 03:10 PM,finance_88516.pdf,BOQ Comparative Chart,1.0,272732.0,S.S.Chauhans Construction Private Limted,INR,"3,058,845",Technical,Techincal Bid attached,Arvind Lakhanpal,01-Apr-2022 12:24 PM,technical_88516.pdf,1.0,273763.0,Piar Chand Chauhan,29-Mar-2022 05:39 PM,Rejected-AOC,2nd lowest,22-Nov-2022 03:16 PM,AOC,1.0,ICICI BANK,"64,000",Yes,fixed,,Nil,Nil,"1,500",Nil,Nil,Yes,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,Annual maintenance plan for the year 2022 23 on Barara to Bakkar Khad via Patnoun road Km 1.00 to 2.00 2 Bhoranj Manoh road via Khatarwara road 1.00 to 2.00 3 laynani Dhamrol road SH P.L tack coat BC 30mm OGPC with seal coat,Annual maintenance plan for the year 2022 23 on Barara to Bakkar Khad via Patnoun road Km 1.00 to 2.00 2 Bhoranj Manoh road via Khatarwara road 1.00 to 2.00 3 laynani Dhamrol road SH P.L tack coat BC 30mm OGPC with seal coat,Please refer Tender documents. ,NA ,"37,33,932",Civil Works - Roads,NA ,Tender,75.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,24-Mar-2022 06:00 PM,30-Mar-2022 11:30 AM,24-Mar-2022 06:00 PM,30-Mar-2022 10:30 AM,NA ,NA ,24-Mar-2022 06:00 PM,30-Mar-2022 10:30 AM,02-Apr-2022 11:30 AM,Executive Engineer Bhoranj Division HP.PWD Bhoranj,Executive Engineer Bhoranj Division HP.PWD Bhoranj,PWD,PW-BHORANJ-(D)Tender/ 2020-21 14899 dt. 15-03-2022,2022_PWD_58531_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,272732.0,S.S.Chauhans Construction Private Limted,30-Mar-2022 09:36 AM,Accepted-AOC,1st lowest,22-Nov-2022 03:16 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate not less than 40 percent of estimated cost on prescribed format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
