EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"3,58,300",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration REFER GENERAL RULES NO 20,"Executive Engineer, Bhoranj Division, HP.PWD., Bho","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",Construction of New bus stand at Bhoranj Bassi Chowk Distt. Hamirpur H.P. SH. Construction of Building portion Water supply and sanitary Installation Septic tank rain water harvesting tank Road re-gradation site development Solar water Heater etc.,Construction of New bus stand at Bhoranj Bassi Chowk Distt. Hamirpur H.P. SH. Construction of Building portion Water supply and sanitary Installation Septic tank rain water harvesting tank Road re-gradation site development Solar water Heater etc.,Please refer Tender documents. ,NA ,"3,25,74,098",Civil Works - Buildings,NA ,Tender,75.0,365.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,20-Jan-2022 10:00 AM,28-Jan-2022 11:30 AM,20-Jan-2022 10:00 AM,28-Jan-2022 10:30 AM,NA ,NA ,20-Jan-2022 10:00 AM,28-Jan-2022 10:30 AM,03-Feb-2022 11:30 AM,PWD,Construction of New bus stand at Bhoranj Bassi Cho,2022_PWD_55814_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,Yes,AOC,1.0,258180.0,Kumar Associates,26-Jan-2022 03:06 PM,Accepted-AOC,1st lowest bidder,03-Nov-2022 12:12 PM,Technical,Summary attached,Arvind Lakhanpal,31-Jan-2022 11:42 AM,technical_83858.pdf,Finance,Summary Attached,Arvind Lakhanpal,10-Mar-2022 04:49 PM,finance_83858.pdf,BOQ Comparative Chart,1.0,258180.0,Kumar Associates,INR,"31,783,499",PWD,2022_PWD_55814_1,Construction of New bus stand at Bhoranj Bassi Cho,Construction of New bus stand at Bhoranj Bassi Chowk Distt. Hamirpur H.P. SH. Construction of Building portion Water supply and sanitary Installation Septic tank rain water harvesting tank Road re-gradation site development Solar water Heater etc.,"Executive Engineer Bhoranj Division, HP.PWD. Bhoranj",Internal,"Supdt.Gr.-II, HDM, DAO, A.E.Bhoranj Sub Division",Arvind Lakhanpal,31-Jan-2022 11:47 AM,03-Feb-2022 11:30 AM,techsummary_83858.pdf (1033.08 KB),Executive Engineer Bhoranj Division,Internal,"Supdt., HDM, DAO",Arvind Lakhanpal,10-Mar-2022 04:54 PM,finsummary_83858.pdf (587.85 KB),19-Apr-2022,"INR 31,783,499",365.0,Pramod Kashyap,03-Nov-2022 12:11 PM,3254.pdf (1138.00 KB),Work awarded to Sh. Naresh Kumar sood vide t/o letter no 654-60,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,258340.0,PARAS SOOD,26-Jan-2022 03:28 PM,Rejected-Finance,L3,10-Mar-2022 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,257991.0,S.S.Chauhans Construction Private Limted,27-Jan-2022 06:34 PM,Rejected-Finance,L2,10-Mar-2022 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Similar nature Work Done Certificate not less than 40 percent of estimated cost on prescribed format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
