Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Category,Sub Category,Sub Category Description,Format/File,Cover No,Cover,Document Type,Description,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,financial bid summary,Dalip singh Patial,18-Jun-2021 01:30 PM,finance_64210.pdf,BOQ Comparative Chart,1.0,192710.0,Digvijay Sharma,INR,"1,620,320",Technical,Technical bid summary,Dalip singh Patial,05-Feb-2021 02:38 PM,technical_64210.pdf,1.0,192710.0,Digvijay Sharma,23-Dec-2020 03:27 PM,Accepted-AOC,work awarded to Sh Digvijay sharma Class A contractor being L1,21-Nov-2022 01:42 PM,Er Dalip Singh Patial EE,Internal,Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt Sh Manish Kumar TA,Dalip singh Patial,18-Jun-2021 01:34 PM,finsummary_64210.pdf (291.44 KB),01-Feb-2022,"INR 1,400,517",365.0,Munish Bhopal,21-Nov-2022 01:41 PM,AOC.pdf (802.00 KB),work awarded to Sh Digvijay sharma Class A contractor being L1,PWD,2020_PWD_43325_1,PW/MED/TA/NIT/ e-notice/20-21-5567-73 dt 03.12.20,"Construction of Office cum Residential Accommodation of Deputy Director Treasury Inspection Centre Zone at Khaliyar, District Mandi H.P SH Providing E I and yard lighting therein",Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Superintendent Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt,Dalip singh Patial,05-Feb-2021 04:48 PM,05-Feb-2021 05:00 PM,techsummary_64210.pdf (341.70 KB),AOC,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER and EARNEST MONEY INDICATED IN SCHEDULE F,",1.0,DD - Demand Draft,17-Dec-2020 06:00 PM,24-Dec-2020 11:30 AM,17-Dec-2020 06:00 PM,23-Dec-2020 06:00 PM,NA ,NA ,17-Dec-2020 06:00 PM,23-Dec-2020 06:00 PM,05-Feb-2021 05:00 PM,"28,050",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD Ma",Mandi HP,"Executive Engineer, Electrical Division, HP.PWD Ma","Executive Engineer, Electrical Division, HP.PWD Mandi",500.0,"Executive Engineer, Electrical Division, HP.PWD Ma",Mandi HP,No,"Construction of Office cum Residential Accommodation of Deputy Director Treasury Inspection Centre Zone at Khaliyar, District Mandi H.P SH Providing E I and yard lighting therein","Construction of Office cum Residential Accommodation of Deputy Director Treasury Inspection Centre Zone at Khaliyar, District Mandi H.P SH Providing E I and yard lighting therein",Please refer to bid document ,NA ,,Electrical Works,NA ,Tender,75.0,365.0,Mandi,175001.0,NA ,NA ,NA ,"Electrical Division, HP.PWD Mandi H.P",No ,No,PWD,PW/MED/TA/NIT/ e-notice/20-21-5567-73 dt 03.12.20,2020_PWD_43325_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2.0,193344.0,KUMAR ELECTRONICS CO.,23-Dec-2020 11:05 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,.pdf,Registered Elect Contractor enlisted in class A or B HPPWD Electrical with valid Electrical License,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,193357.0,NITIN PROP A VIGHNA ELECTRICALS,23-Dec-2020 11:22 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,.pdf,Income Tax (PAN) and GST and EPF REGITRATION GENERAL RULES NO. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,193510.0,Rohtash Verma,23-Dec-2020 03:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,193043.0,SHARMA ELECTRICAL CO.,22-Dec-2020 04:31 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,.pdf,Financial turnover of last three years as per Technical qualification criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,193511.0,SUNIL KAPOOR,23-Dec-2020 04:27 PM,Rejected-AOC,rejected being L2,21-Nov-2022 01:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7.0,193469.0,TARUN GUPTA,23-Dec-2020 02:08 PM,Rejected-Finance,Rejected being L2 firm/ contractor,18-Jun-2021 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
