Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Executive Engineer Bhoranj Division HP.PWD., Bhor",Executive Engineer Bhoranj Division HP.PWD. Bhoranj,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,1.0,ICICI BANK,C.O link road Takoutta Brahmna from Patta Awah Devi road Km. 0.0 to 0.650 SH C.O R.wall at RD 0.345 to 0.370,C.O link road Takoutta Brahmna from Patta Awah Devi road Km. 0.0 to 0.650 SH C.O R.wall at RD 0.345 to 0.370,Please refer Tender documents. ,NA ,"5,92,716",Civil Works - Roads,NA ,Tender,75.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,350.0,Nil,Nil,Yes,26-Feb-2022 05:00 PM,04-Mar-2022 11:30 AM,26-Feb-2022 05:00 PM,04-Mar-2022 10:30 AM,NA ,NA ,26-Feb-2022 05:00 PM,04-Mar-2022 10:30 AM,10-Mar-2022 01:00 PM,PWD,C.O link road Takoutta Brahmna from Patta Awah Dev,2022_PWD_57134_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"12,000",Yes,fixed,,Nil,Nil,AOC,Executive Engineer Bhoranj Division HPPWD Bhoranj,Internal,Supdt HDM DAO AE,Arvind Lakhanpal,10-Mar-2022 11:57 AM,10-Mar-2022 01:00 PM,techsummary_86430.pdf (1092.26 KB),PWD,2022_PWD_57134_1,C.O link road Takoutta Brahmna from Patta Awah Dev,C.O link road Takoutta Brahmna from Patta Awah Devi road Km. 0.0 to 0.650 SH C.O R.wall at RD 0.345 to 0.370,22-Nov-2022,"INR 414,499",90.0,Arvind Lakhanpal,22-Nov-2022 10:55 AM,571342.pdf (977.00 KB),Work awarded to Sh. Manu Pal vide letter no. 168-75 dt. 05.04.2022,Executive Engineer,Internal,HDm DAo Supdtt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,22-Nov-2022 10:52 AM,finsummary_86430.pdf (357.57 KB),1.0,267628.0,MANU PAL GOVT CONT,04-Mar-2022 09:26 AM,Accepted-AOC,L1,22-Nov-2022 10:57 AM,Technical,Technical Bid attached,Arvind Lakhanpal,10-Mar-2022 11:52 AM,technical_86430.pdf,Finance,EE HDM DAO Supdtt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,22-Nov-2022 10:44 AM,finance_86430.pdf,BOQ Comparative Chart,1.0,267628.0,MANU PAL GOVT CONT,INR,"414,499",AOC
,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267317.0,PRATEEK THAKUR GOVT CONTRACTOR,02-Mar-2022 09:28 PM,Rejected-AOC,3rd lowest,22-Nov-2022 10:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,267923.0,RAKESH CHAND GOVT. CONTRACTOR,03-Mar-2022 09:03 PM,Rejected-AOC,L4,22-Nov-2022 10:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,267904.0,RAKESH KUMAR,03-Mar-2022 06:27 PM,Rejected-AOC,L2,22-Nov-2022 10:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,267524.0,Sourabh Pathania Govt Contractor,02-Mar-2022 08:55 PM,Rejected-AOC,L5,22-Nov-2022 10:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
