EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"43,800",No,fixed,,Nil,Nil,"Supplying, Installation Testing and Commissioning of Fire Alarm and PA System Warehouse for storage of EVM and VVPAT at Bhiuli District Mandi HP","Supplying, Installation Testing and Commissioning of Fire Alarm and PA System Warehouse for storage of EVM and VVPAT at Bhiuli District Mandi HP",please refer to bid document ,NA ,"24,20,000",Electrical Works,NA ,Tender,75.0,180.0,Bhiuli,175001.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi",1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,1.0,ICICI BANK,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,500.0,Nil,Nil,Yes,09-May-2022 10:00 AM,17-May-2022 11:00 AM,09-May-2022 10:00 AM,17-May-2022 10:00 AM,NA ,NA ,09-May-2022 10:00 AM,17-May-2022 10:00 AM,21-May-2022 05:05 PM,PWD,PW/MED/TA/NIT/ e-notice/21-22-557-67 dt 29.04.22,2022_PWD_60427_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,282061.0,PRAGATI ELECTRICAL AND ELECTRONIC CO,16-May-2022 04:25 PM,Rejected-Finance,REJECTED BEING L2 FIRM,24-May-2022 01:46 PM,Technical,techsummary,Munish Bhopal,21-May-2022 05:00 PM,technical_91290.pdf,Finance,fin summary,Munish Bhopal,24-May-2022 01:43 PM,finance_91290.pdf,BOQ Comparative Chart,1.0,282059.0,SHARMA ELECTRICAL CO.,INR,"2,395,000",ER MUNISH BHOPAL EE,Internal,JDM SR ASSTT SR ASSTT,Munish Bhopal,21-May-2022 05:01 PM,21-May-2022 05:05 PM,techsummary_91290.pdf (366.98 KB),PWD,2022_PWD_60427_1,PW/MED/TA/NIT/ e-notice/21-22-557-67 dt 29.04.22,"Supplying, Installation Testing and Commissioning of Fire Alarm and PA System Warehouse for storage of EVM and VVPAT at Bhiuli District Mandi HP",27-Jun-2022,"INR 2,395,000",180.0,Munish Bhopal,26-Nov-2022 11:18 AM,AOC.pdf (652.00 KB),work awarded to M/s Sharma Elect Co being L1 firm,ER MUNISH BHOPAL EE,Internal,SR ASSTT SR ASSTT JDM,Munish Bhopal,24-May-2022 01:46 PM,finsummary_91290.pdf (315.38 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OEM (Lift Elevator) / Authorized agency of OEM (Lift Elevator),2.0,ICICI NEFT/RTGS,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,282059.0,SHARMA ELECTRICAL CO.,14-May-2022 12:27 PM,Accepted-AOC,work awarded to M/s Sharma Elect Co being L1 firm,26-Nov-2022 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt. Deptt / Board / PSU.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
