S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,"2,000",Nil,Nil,No,"1,03,900",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,RECEIPT / SCREEN SHOT OF COST OF TENDER AND EARNEST MONEY PAYMENT (INDICATED IN SCHEDULE F),Annual Mmaintenance Plan for the year 2021-22 on Nahan Dadahu Haripurdhar road Km. 55/00 to 79/00 for MDR-I road (Non PMGSY)(,Repair of pot holes and providing 10cm wide road marking and 30 mm thick bituminous concrete in km 69/00 to 74/00),Please refer Tender documents. ,NA ,"71,39,792",Civil Works,NA ,Tender,75.0,180.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",26-Mar-2021 05:00 PM,05-Apr-2021 10:30 AM,26-Mar-2021 05:00 PM,03-Apr-2021 05:00 PM,NA ,NA ,26-Mar-2021 05:00 PM,03-Apr-2021 05:00 PM,22-Apr-2021 11:15 AM,PWD,Sangrah 11318-11368 Dated 10.03.2021,2021_PWD_45914_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,PWD,2021_PWD_45914_2,Sangrah 11318-11368 Dated 10.03.2021,Annual Mmaintenance Plan for the year 2021-22 on Nahan Dadahu Haripurdhar road Km. 55/00 to 79/00 for MDR-I road (Non PMGSY)(,Executive Engineer,Internal,SUPERINTENDENT G-II HDM DAO,Rattan Kumar Sharma,22-Apr-2021 10:53 AM,22-Apr-2021 11:15 AM,techsummary_69113.pdf (462.49 KB),Executive Engineer,Internal,SUPERINTENDENT G-II HDM DAO,Rattan Kumar Sharma,06-May-2021 10:17 AM,finsummary_69113.pdf (193.83 KB),16-Jun-2021,"INR 6,236,055",180.0,Rattan Kumar Sharma,28-Nov-2022 12:35 PM,08.pdf (1016.00 KB),AOC,1.0,206568.0,M/S CHAUHAN CONSTRUCTION,INR,"6,236,055",Finance,SUMMARY,Rattan Kumar Sharma,22-Apr-2021 01:04 PM,finance_69113.pdf,BOQ Comparative Chart,1.0,207017.0,H. C. Bansal Engg. & Contt.,02-Apr-2021 02:06 PM,Rejected-Finance,L2,06-May-2021 10:17 AM,Technical,summary,Rattan Kumar Sharma,19-Apr-2021 11:00 AM,technical_69113.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,LATEST CONTRACTORS REGISTRATION FULL COPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,206568.0,M/S CHAUHAN CONSTRUCTION,29-Mar-2021 08:20 PM,Accepted-AOC,AOC,28-Nov-2022 12:36 PM,,,,,,AOC
,,,,,,,,,,,,,,.pdf,GST REGISTRATION NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,206997.0,Rashid Ali Civil Contractor,03-Apr-2021 09:33 AM,Rejected-Finance,L3,06-May-2021 10:17 AM,,,,,,AOC
,,,,,,,,,,,,,,.pdf,WORK DONE CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,WORK IN HAND CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER GCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,BIDDING CAPACITY/C.A. ANNUAL REPORT AS PER GENERAL RULES 26.2 A AND 26.2 A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,PROOF TO REGISTRATION UNDER EMPLOYEES PROVIDENT FUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
