Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) Earnest Money as per schedule F (6.5) on line mode o,PWD,SD-III-Tender-2424-2444 dt. 30-04-2022,2022_PWD_60484_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",10-May-2022 03:00 PM,18-May-2022 11:00 AM,10-May-2022 06:00 PM,17-May-2022 06:00 PM,NA ,NA ,10-May-2022 06:00 PM,17-May-2022 06:00 PM,21-May-2022 05:50 PM,Construction of residential colony for employees of Public Works Department at Nabha Estate Shimla(S Construction of 8 Nos Type-IV quarters and 4 Nos Type-V quarters at site Block No.34 Civil work including WS and SI rain water harvesting tank etc.).,Construction of residential colony for employees of Public Works Department at Nabha Estate Shimla(S Construction of 8 Nos Type-IV quarters and 4 Nos Type-V quarters at site Block No.34 Civil work including WS and SI rain water harvesting tank etc.).,As per SBD ,NA ,"4,45,54,341",Civil Works - Buildings,NA ,Tender,75.0,540.0,Nabha,171004.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,"5,000",Nil,Nil,No,1.0,ICICI BANK,"8,92,000",No,fixed,,Nil,Nil,AOC,1.0,282232.0,A.G.CONSTRUCTIONS,16-May-2022 11:11 PM,Rejected-Finance,L3,23-May-2022 11:39 AM,Technical,Bid Opening Summary,Parveen Kumar Verma,20-May-2022 12:00 PM,technical_91372.pdf,Finance,Bid Opening Summary,Sudhir Kumar Gupta,23-May-2022 11:29 AM,finance_91372.pdf,BOQ Comparative Chart,1.0,282365.0,KALYAN SINGH CHAUHAN,INR,"43,845,979",PWD,2022_PWD_60484_1,SD-III-Tender-2424-2444 dt. 30-04-2022,Construction of residential colony for employees of Public Works Department at Nabha Estate Shimla(S Construction of 8 Nos Type-IV quarters and 4 Nos Type-V quarters at site Block No.34 Civil work including WS and SI rain water harvesting tank etc.).,Parveen Kumar Verma,Internal,"Padam Sharma DHDM, R.K. Thakur Supdt., Deepak Sharma Sr. DAO, ParveenKumar verma E.E.",Parveen Kumar Verma,21-May-2022 05:34 PM,21-May-2022 05:50 PM,techsummary_91372.pdf (567.11 KB),Parveen Kumar Verma E.E.,Internal,"Padem Sharnma, DHDM, R.K. Thakur Supdt., Deepak Sharma, Sr. DAO, ParveenKumar Verma E.E.",Sudhir Kumar Gupta,23-May-2022 11:39 AM,finsummary_91372.pdf (380.64 KB),28-Jul-2022,"INR 43,845,979",540.0,Parveen Kumar Verma,19-Nov-2022 05:00 PM,Kalyan.pdf (966.00 KB),AWARD OF CONTRACT,AOC
,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,2.0,282365.0,KALYAN SINGH CHAUHAN,17-May-2022 03:47 PM,Accepted-AOC,L1,19-Nov-2022 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration as per General Rule No 21. Copy of GST No./ Copy of Tin No. and Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,282286.0,rajesh kumar suman,17-May-2022 02:36 PM,Rejected-Finance,L2,23-May-2022 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,282532.0,Shiv Kumar Kuthiala,17-May-2022 05:04 PM,Rejected-Finance,L4,23-May-2022 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,HP.PWD Form No-8 with full address and Mobile No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of MachineryTools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Minimum Turnover for last Five years as given by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per schedule F (6.9) and Work in handcertificate as per schedule F (6.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
