Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
12-Sep-2022 05:00 PM,22-Sep-2022 02:00 PM,12-Sep-2022 05:00 PM,21-Sep-2022 05:00 PM,NA ,NA ,12-Sep-2022 05:00 PM,21-Sep-2022 05:00 PM,28-Sep-2022 03:15 PM,Construction of ambulance road from Housing Board to Rajinder Singh House in ward No 18 Engine Ghar (SH Construction of Ambulance road R D 0 0 to 0 026) under 5 percent DCP,Construction of ambulance road from Housing Board to Rajinder Singh House in ward No 18 Engine Ghar (SH Construction of Ambulance road R D 0 0 to 0 026) under 5 percent DCP,Please refer Tender Documents ,NA ,"9,70,875",Civil Works,NA ,Tender,120.0,60.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,350.0,Executive Engineer R B M C Shimla,Shimla,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD and Earnest money in shape of FDR as per E procurement notice,"19,500",No,fixed,,Executive Engineer R B M C Shimla,Shimla,Municipal Corporation Shimla,4381Dated01092022,2022_MC_64610_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,Finance,BOS,Rajesh Thakur,28-Sep-2022 03:44 PM,finance_97581.pdf,BOQ Comparative Chart,09-Nov-2022,"INR 679,612.9",60.0,Rajesh Thakur,09-Nov-2022 11:25 AM,2022_MC_64610_3.pdf (511.00 KB),AOC,1,302662,Anil Kumar govt contractor,21-Sep-2022 12:46 PM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,EE,Internal,AGM SJPNL AO,Rajesh Thakur,09-Nov-2022 11:24 AM,finsummary_97581.pdf (314.77 KB),Technical,BOS,Rajesh Thakur,28-Sep-2022 02:43 PM,technical_97581.pdf,1.0,302549.0,Hukam Singh,INR,"679,612",Municipal Corporation Shimla,2022_MC_64610_3,4381Dated01092022,Construction of ambulance road from Housing Board to Rajinder Singh House in ward No 18 Engine Ghar (SH Construction of Ambulance road R D 0 0 to 0 026) under 5 percent DCP,EE,Internal,AGM SJPNL AO,Rajesh Thakur,28-Sep-2022 03:09 PM,28-Sep-2022 03:15 PM,techsummary_97581.pdf (1992.11 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,2,302257,GIAN SHARMA GOVT CONTRECTOR,19-Sep-2022 03:12 PM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3,302549,Hukam Singh,20-Sep-2022 07:55 PM,Accepted-AOC,Accepted due to lowest rates,09-Nov-2022 11:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned Copy of tender documents i.e. NIT (E-procurement notice) Performa and Form MW-7 duly signed,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,4,301724,Kaku Ram,19-Sep-2022 11:27 AM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Affidavit duly signed with reference to condition No. 10.4,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,5,302617,Kuldeep Sharma,21-Sep-2022 11:29 AM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Letter Head with reference to condition No. 10.1,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,6,302680,MANOHAR LAL VERMA,21-Sep-2022 12:59 PM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,7,302400,RK CONSTRUCTION,20-Sep-2022 11:04 AM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,8,302733,SHUBHAM CHAUHAN,21-Sep-2022 02:08 PM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,9,302686,SUNEEL CHAUHAN,21-Sep-2022 01:06 PM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,10,302698,Vinod Kumar Shah,21-Sep-2022 01:19 PM,Rejected-Finance,Rejected,09-Nov-2022 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
