EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"13,000",Yes,fixed,,Nil,Nil,C.O Link road to PHC building Balokhar Tehsil Bhoranj Distt. Hamirpur HP SH C.O R.wall at RD 0.040 to 0.055,C.O Link road to PHC building Balokhar Tehsil Bhoranj Distt. Hamirpur HP SH C.O R.wall at RD 0.040 to 0.055,Please refer Tender documents. ,NA ,"6,44,915",Civil Works - Buildings,NA ,Tender,75.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,"Executive Engineer Bhoranj Division, HP.PWD., Bhor",Executive Engineer Bhoranj Division HP.PWD. Bhoranj,350.0,Nil,Nil,Yes,1.0,ICICI BANK,PWD,C.O Link road to PHC building Balokhar Tehsil Bhor,2022_PWD_57136_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,26-Feb-2022 05:15 PM,04-Mar-2022 11:30 AM,26-Feb-2022 05:15 PM,04-Mar-2022 10:30 AM,NA ,NA ,26-Feb-2022 05:15 PM,04-Mar-2022 10:30 AM,10-Mar-2022 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,AOC,PWD,2022_PWD_57136_1,C.O Link road to PHC building Balokhar Tehsil Bhor,C.O Link road to PHC building Balokhar Tehsil Bhoranj Distt. Hamirpur HP SH C.O R.wall at RD 0.040 to 0.055,Executive Engineer Bhoranj Division HPPWD Bhoranj,Internal,Supdt HDM DAO AE,Arvind Lakhanpal,10-Mar-2022 12:49 PM,10-Mar-2022 02:00 PM,techsummary_86433.pdf (1082.17 KB),Executive Engineer,Internal,HDM DAo Supdt GrII HPPWD Bhoranj,Arvind Lakhanpal,22-Nov-2022 10:21 AM,finsummary_86433.pdf (575.44 KB),22-Nov-2022,"INR 525,771",90.0,Arvind Lakhanpal,22-Nov-2022 10:33 AM,571362.pdf (1031.00 KB),Awarded vide letter No. 465-71 dt. 13.04.2022,1.0,267147.0,bhanu partap singh,02-Mar-2022 11:17 AM,Accepted-AOC,lowest,22-Nov-2022 10:34 AM,Technical,Technical Bid attached,Arvind Lakhanpal,10-Mar-2022 12:44 PM,technical_86433.pdf,1.0,267147.0,bhanu partap singh,INR,"525,771",Finance,EE HPPWD Bhoranj DAO HDM Supdtt GrII HPPWD Bhoranj,Arvind Lakhanpal,22-Nov-2022 10:12 AM,finance_86433.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267320.0,PRATEEK THAKUR GOVT CONTRACTOR,02-Mar-2022 09:24 PM,Rejected-AOC,3rd lowest,22-Nov-2022 10:34 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,267920.0,RAKESH CHAND GOVT. CONTRACTOR,03-Mar-2022 08:53 PM,Rejected-AOC,5th lowest,22-Nov-2022 10:34 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,267902.0,RAKESH KUMAR,03-Mar-2022 06:13 PM,Rejected-AOC,2nd lowest,22-Nov-2022 10:34 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,267527.0,Sourabh Pathania Govt Contractor,02-Mar-2022 08:58 PM,Rejected-AOC,4th lowest,22-Nov-2022 10:34 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 26.1),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder should must be uploaded working programme,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29 .,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
