Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Nurpur  Circle,Irrigation and Public Health,HP||Jawali,Irrigation and Public Health,HP",EE/JSV/JWL/2024-5321-70 dt.18.10.2024,2024_HPIPH_94441_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of cost of bid form,18-Oct-2024 06:00 PM,28-Oct-2024 11:30 AM,18-Oct-2024 06:00 PM,28-Oct-2024 11:00 AM,,,18-Oct-2024 06:00 PM,28-Oct-2024 11:00 AM,19-Nov-2024 11:05 AM,"5,21,561",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"2,500",Nil,Nil,No,Executive Engineer,Jal Shakti Division Jawali.,Mitigating  of Landslide Flood Hazard  for Kotla Town in Tehsil Jawali District  Kangra HP   Sub Head Construction of  wire crates in various reaches Channelization of Nallah and Construction of RCC Duct 495 Rmt,Mitigating  of Landslide Flood Hazard  for Kotla Town in Tehsil Jawali District  Kangra HP   Sub Head Construction of  wire crates in various reaches Channelization of Nallah and Construction of RCC Duct 495 Rmt,Please refer Tender documents.,,"4,89,06,177",Civil Works - Water Works,,Tender,120.0,180.0,Kotla,176204.0,,,,Jawali,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of cost of bid security,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of Registration with Jal Shakti Vibhag in appropriate class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of valid exemption letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Scan copy of income tax assessment year 2023-24, PAN GST Registration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of EPF registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of annual turnover of last three year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of Bid form as per Chapter IV of form -12 duly accepted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of undertaking that I have carefully studied all terms and conditions as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of authorization letter of Digital Signature Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,undertaking as per chapter -IV of form -12 I have  carefully  studied all the terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other conditions as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
