Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM-HPCDP - JICA-ODA - Solan,NoAgrSLNDPMUJICAODAPhaseII G 42 539 dt14.07.2023,2023_HPCDP_76238_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,14-Jul-2023 05:00 PM,28-Jul-2023 11:00 AM,14-Jul-2023 05:00 PM,27-Jul-2023 05:00 PM,,,14-Jul-2023 05:00 PM,27-Jul-2023 05:00 PM,04-Aug-2023 05:50 PM,"69,600",No,fixed,,District Project Manager HPCDP JICA Solan,Solan,1.0,DD - Demand Draft,"1,500",District Project Manager HPCDP JICA Solan,Solan,No,District Project Manager HPCDP JICA Solan,District Project Management Unit  HPCDP JICA at Village Kailer Distt Solan HP,C/o Flow Irrigation Scheme Dhar to Kunana Tehsil Kasauli Distt Solan HP,C/o Flow Irrigation Scheme Dhar to Kunana Tehsil Kasauli Distt Solan HP,Please refer Tender documents.,,"41,35,700",Civil Works,,Tender,90.0,360.0,C/o Flow Irrigation Scheme Dhar to Kunana Tehsil K,173209.0,District Project Management Unit  HPCDP Solan,District Project Management Unit  HPCDP JICA at Village Kailer Distt Solan HP,20-Jul-2023 11:00 AM,District Project Management Unit  HPCDP Solan,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed one works as indicated in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidders Qualification Forms as indicated in NIT Sr. No. 3(a) xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Valid PAN Card as indicated in NIT Sr. No. 3(a) xii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should be registered under Goods and service tax as indicated in NIT Sr. No. 3(a) xiii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit for not panelized and terminated under HPCDP JICA Phase-I as indicated in NIT Sr. No. 3(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.pdf,Tender Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
