Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM-HPCDP - JICA-ODA - Solan,NoAgrSLNDPMUJICAODAPhaseII G 42 176dt29.04.2023,2023_HPCDP_72625_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,29-Apr-2023 05:00 PM,25-Jul-2023 11:00 AM,29-Apr-2023 05:00 PM,24-Jul-2023 05:00 PM,,,29-Apr-2023 05:00 PM,24-Jul-2023 05:00 PM,27-Jul-2023 03:25 PM,"49,800",No,fixed,,"District Project Manager, HPCDP JICA-ODA, Solan","District Project Manager, HPCDP JICA-ODA, Solan",1.0,Extension of Date of Subproject FIS Sari,Date,,1.0,DD - Demand Draft,"1,500","District Project Manager, HPCDP JICA-ODA, Solan","District Project Manager, HPCDP JICA-ODA, Solan",No,District Project Manager HPCDP(Ph-II)JICA-ODASolan,"Village Kailer, P.O Saproon Distt. Solan (H.P.)173211","C/o Flow Irrigation Scheme Sari at Village Sari, G.P. Chamyal, Tehsil Arki, District Solan (H.P.)","C/o Flow Irrigation Scheme Sari at Village Sari, G.P. Chamyal, Tehsil Arki, District Solan (H.P.)",Please refer Tender documents.,,,Civil Works - Others,Flow Irrigation Scheme,Tender,90.0,365.0,"G.P. Chamyal, Tehsil Arki, District Solan (H.P.)",173208.0,District Project Manager HPCDP(Ph-II)JICA-ODASolan,"Village Kailer, P.O Saproon Distt. Solan (H.P.)173211",06-May-2023 11:00 AM,District Project Manager HPCDP(Ph-II)JICA-ODASolan,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,2.0,Term and Condition,Technical Bid,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed one works as indicated in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
