Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Keylong,Irrigation and Public Health,HP",3322-3371 Dated 24.08.2024,2024_HPIPH_92259_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest money and Tender Fee as per NIT,27-Aug-2024 09:00 AM,06-Sep-2024 11:30 AM,27-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,,,27-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,20-Sep-2024 04:30 PM,"59,100",No,fixed,,EE Keylong,EE Keylong,1.0,DD - Demand Draft,400.0,EE Keylong,EE Keylong,Yes,Executive Engineer,Jal Shakti Division Keylong District Lahaul and Spiti HP,C o flow irrigation scheme Arshedi nallah to Sinyog in GP Tindi Distt L S HP,"SH  Providing and fixing Half round pipe various dia, Providin  laying, Jointing and testing of HDPE pipe various dia., C o protection wall, C o tank, C o delivery  outlet chamber, C o B Wall and C o R Wall",Please refer Tender documents.,,"26,59,972",Civil Works,,Tender,120.0,180.0,Udaipur,175142.0,,,,Keylong,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration Himachal Pradesh Jal Shakti Vibhag as per NIT,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit bidder not have been penalized under clause 3 of contract agreement as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of PAN No and GST No as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Authorization letter DSC certificate as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy to undertaking before quoting the rates in the BOQ Chart as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Latest financial year income tax return as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of EPF No. as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate issued by Assistant Engineer that the contractor has visited the site as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
