Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722-2286-2350 Dated 18-07-2024,2024_HPIPH_90685_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,18-Jul-2024 05:00 PM,29-Jul-2024 11:30 AM,18-Jul-2024 05:00 PM,29-Jul-2024 11:00 AM,,,18-Jul-2024 05:00 PM,29-Jul-2024 11:00 AM,07-Aug-2024 12:45 PM,"26,033",Yes,fixed,,EE JS Divison Nahan,Nahan,1.0,ICICI BANK,400.0,EE JS Division Nahan,Nahan,No,Executive Engineer,"Jal Shakti Division, Nahan, PO and Tehsil Nahan, Distt. Sirmour, HP",Restoration of rain damages to WSS to Nahan Town in Tehsil Nahan Distt. Sirmour HP,"Drilling, lowering, assembling and development of Tubewell 300 mm dia, 30 mtrs deep, 2 Nos.",Please refer to tender documents,,"13,01,669",Civil Works,,Tender,90.0,90.0,Nahan,173001.0,,,,Jal Shakti Division Nahan,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration in HP JSV in valid class as per NIT and registration from GWA in case of Drilling Works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"EPF, PAN and GST Registration Certificates as mentioned in NIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding Joint Venture is not allowed with mentioned name of work and date.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking that I have carefully studied all the terms and conditions stipulated in tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Experience of successful execution/completion of Drilling Works.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Latest Affidavit specifying that the benefit of EMD exemption has not been exhausted so far.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking with mentioned name of work and date that he will comply with  the provision of contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
