Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Keylong,Irrigation and Public Health,HP",3219-3269 dated 24.08.2024,2024_HPIPH_92250_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest money and Tender Fee cost as per NIT,27-Aug-2024 10:00 AM,07-Sep-2024 02:30 PM,28-Aug-2024 10:00 AM,06-Sep-2024 05:00 PM,,,28-Aug-2024 10:00 AM,06-Sep-2024 05:00 PM,20-Sep-2024 04:30 PM,"62,014",No,fixed,,EE Keylong,EE Keylong,1.0,DD - Demand Draft,400.0,EE Keylong,EE Keylong,Yes,Executive Engineer,Jal Shakti Division Keylong District Lahaul and Spiti HP,Remodeling of WSS to Rubling in GP Tingret Distt L S HP,SH  C o intake chamber Providing laying jointing of HDPE pipe of various dia  Co storage tank c o barbed wire fencing around the storage tank C o barbed wire fencing around the storage tank  C o nallah crossing  C o public stand post 3 Nos  C o prote,Please refer Tender documents.,,"29,51,410",Civil Works,,Tender,120.0,180.0,Udaipur,175142.0,,,,Keylong,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration Himachal Pradesh Jal Shaikti Vibhag as per NIT,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit bidder should not have been penalized under clause 3 of agreement as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of PAN No and GST No as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of Authorization  DSC authorized by the registered tenderer as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy to undertaking quoting the rates in the BOQ chart as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Latest financial year income Tax return as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of EPF No provision Act 1952 as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate issued by Assistant Engineer that the contractor has visited the site as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
