Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||MD BVPCL Jogindernagar||SE (E)||P/H Div.,BVPCL/ED-I/01/2024-25,2024_HPSEB_92111_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,copy of Tender Fee and  Earnest Money Deposit,23-Aug-2024 10:00 AM,06-Sep-2024 11:30 AM,23-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,,,23-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,30-Oct-2024 11:00 AM,"8,826",No,fixed,,Nil,Nil,1.0,corrigendum2,Date,,1.0,ICICI BANK,560.0,Nil,Nil,Yes,Sr. Executive Engineer,"Electrical Division No. I, Uhl Stage-III, BVPCL, Chullah","Supplying of fire-fighting items i.e. Safety kits comprising of safety masks, artificial Breathing apparatus and First aid box as per NFPA/equivalent standard","Supplying of fire-fighting items i.e. Safety kits comprising of safety masks, artificial Breathing apparatus and First aid box as per NFPA/equivalent standard at 3x33.33 MW Uhl Stage-III HEP at Chullah.",Please refer Tender documents.,,"8,82,640",Miscellaneous Goods,Safety Kit i.e.Breathing appratus,Tender,90.0,60.0,"Uhl Stage-III, BVPCL, Chullah",175015.0,,,,"ED I, Uhl Stage-III, BVPCL, Chullah",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,copy of Bid submission form(section- V),,,,,,,,,,,,,,,,2.0,Corrigendum1,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of PAN  and GST No of firm and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of written confirmation authorizing the signatory of the Bidder to commit the Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking  that if he gets award he will supply the material as per section-III.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,affidavit on non-judicial stamp paper of Rs.50/- as per cl 16.1A pt. vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certified copies of the ITR for last three financial years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Average Annual financial Turnover duly certified by CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy OEM of Breathing apparatus or Authorised Dealer Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The bidder must submit the technical data sheet for the quoted breathing apparatus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
