EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
0.0,No,fixed,,Nil,Nil,1.0,Corrigendum-I,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,REOI Document,0.0,Nil,Nil,No,Assam Inland Water Transport Development Society,IN-IWT-221779-CS-QCBS,2021_AIWTD_21520_1,Yes,Open Tender,EOI,Services,1.0,No,No,Not Applicable,No,No,No,Request for Expression of Interest for DPR Consultancy Services,"REOI for Preparation of Detailed Project Report (DPR) along with Engineering Design, Drawings, Tender Documents for Construction of Modular Terminal at Ferry Services of NW-2 and NW-16 in Assam.",Please refer Tender documents. ,NA ,"3,39,00,000",Consultancy,NA ,Tender,150.0,270.0,Assam,781007.0,NA ,NA ,NA ,AIWTDS Office,No ,No,26-Feb-2021 04:45 PM,31-Mar-2021 04:00 PM,26-Feb-2021 04:45 PM,31-Mar-2021 02:00 PM,26-Feb-2021 04:45 PM ,13-Mar-2021 09:00 AM ,24-Mar-2021 10:00 AM,31-Mar-2021 02:00 PM,"State Project Director,AIWTD Society","AIWTD Society at 3rd Floor,Director of Inland Water Transport, Ulubari,Guwhati,Assam Pin-781007",AOC,1.0,116988.0,HaskoningDHV Consulting Private Limited,INR,33202688.4,Finance,REOI Opening Summary,Jayanta Kumar Barman,13-Apr-2021 05:41 PM,finance_33549.pdf,Additional State Project Director,Internal,,Dhrubajyoti Sarma,30-Sep-2022 03:53 PM,techsummary_33549.pdf (3749.69 KB),Additional State Project Director,Internal,,Dhrubajyoti Sarma,30-Sep-2022 04:06 PM,finsummary_33549.pdf (946.03 KB),Assam Inland Water Transport Development Society,2021_AIWTD_21520_1,IN-IWT-221779-CS-QCBS,Request for Expression of Interest for DPR Consultancy Services,1,116984,AECOM India Private Limited,30-Mar-2021 06:08 PM,Rejected-Finance,Quoted price is higher than the L1 bidder,30-Sep-2022 04:06 PM,30-Sep-2022,INR 33202688.4,240.0,Dhrubajyoti Sarma,30-Sep-2022 04:27 PM,Contract.pdf (17493.00 KB),AOC
,,,,,,,,,,,,.pdf,Proposal Against the REOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,116994,Antea Nederland B.V.,31-Mar-2021 01:14 PM,Rejected-Technical,The consultant could not score the minimum qualifying technical score.,30-Sep-2022 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,.pdf,Supporting documents of eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,116987,DDF Consultants Pvt Ltd,31-Mar-2021 12:00 PM,Rejected-Technical,The consultant could not score the minimum qualifying technical score.,30-Sep-2022 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,.pdf,Any other document1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,116986,Egis India Consulting Engineers Pvt Ltd,30-Mar-2021 05:14 PM,Rejected-Finance,Quoted price is higher than the L1 bidder,30-Sep-2022 04:06 PM,,,,,,,AOC
,,,,,,,,,,,,.pdf,Any other document2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,116988,HaskoningDHV Consulting Private Limited,30-Mar-2021 10:46 PM,Accepted-AOC,Emerged as L1 bidder in the combined evaluation,30-Sep-2022 04:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,116961,LNT INFRASTRUCTURE ENGINEERING LIMITED,30-Mar-2021 07:25 PM,Rejected-Technical,The consultant could not score the minimum qualifying technical score.,30-Sep-2022 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,116982,Projmors Designing Office For Maritime Structures Company Limited,30-Mar-2021 01:22 PM,Rejected-Technical,The consultant could not score the minimum qualifying technical score.,30-Sep-2022 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,116991,SPECTRUM Techno Consultants Private Limited,31-Mar-2021 01:00 PM,Rejected-Technical,The consultant could not score the minimum qualifying technical score.,30-Sep-2022 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,116990,Voyants Solutions Private Limited,31-Mar-2021 11:05 AM,Rejected-Technical,The consultant could not score the minimum qualifying technical score.,30-Sep-2022 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,116960,wapcos limited,24-Mar-2021 03:39 PM,Rejected-Finance,Quoted price is higher than the L1 bidder,30-Sep-2022 04:06 PM,,,,,,,AOC
