S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,SBI Bank,"1,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,EMD,"Chief Engineer,(EAP) PWRD,Assam","O/o The Chief Engineer,(EAP) PWRD,Assam Fatasil Ambari,Guwahati- 781025","1,41,820",Yes,fixed,,Nil,Nil,Garemari Chak to Garemary village road in Bajali District,"APART/NOCP/ROADS/BAJ-01 Construction of road from Garemari Chak to Garemary village road of Garemari village, Pub Bajali Mouza in Bajali District (length 0.52 KM) under APART.",Please refer Tender documents. ,NA ,"70,91,000",Civil Works – Roads,NA ,Tender,90.0,270.0,Bajali District,781325.0,"O/o The Chief Engineer,(EAP) PWRD,Assam ","O/o The Chief Engineer,(EAP) PWRD,Assam Fatasil Ambari,Guwahati- 781025 ",20-May-2022 11:00 AM ,"O/o The Chief Engineer,(EAP) PWRD,Assam",No ,No,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders,CE/APART/58/2022/23,2022_PWRDW_25500_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,10-May-2022 06:55 PM,10-Jun-2022 02:30 PM,10-May-2022 06:55 PM,10-Jun-2022 02:00 PM,10-May-2022 06:55 PM ,20-May-2022 11:00 AM ,10-May-2022 06:55 PM,10-Jun-2022 02:00 PM,08-Jul-2022 02:30 PM,AOC,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders,2022_PWRDW_25500_1,CE/APART/58/2022/23,Garemari Chak to Garemary village road in Bajali District,1,149375,BIRENDRA KUMAR PRASAD,10-Jun-2022 10:40 AM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,07-Jul-2022 09:33 PM,1.0,149880.0,Sri Dhrubajyoti Kakati,INR,5263000.0,Technical,Technical Bids has been opened,Pallavi Chakravorty,13-Jun-2022 06:29 PM,,Finance,Financial Bids has been opened,Pallavi Chakravorty,08-Jul-2022 04:53 PM,,BOQ Comparative Chart,20-Sep-2022,INR 5263000.0,270.0,Pallavi Chakravorty,20-Sep-2022 04:54 PM,WO_Rd_GaremariChak.pdf (836.00 KB),"Chief Engineer,(EAP)PWRD,Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",Pallavi Chakravorty,07-Jul-2022 09:33 PM,08-Jul-2022 02:30 PM,techsummary_39385.pdf (172.31 KB),"Chief Engineer,(EAP)PWRD,Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",Pallavi Chakravorty,24-Aug-2022 07:13 PM,finsummary_39385.pdf (1154.40 KB),AOC
,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,149933,DHARMESWAR PATHAK,10-Jun-2022 12:30 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,07-Jul-2022 09:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,149805,DIPAK DAS,10-Jun-2022 12:56 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,07-Jul-2022 09:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Letter of Bid (Technical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,150109,Hitesh Kumar Das,10-Jun-2022 11:31 AM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,07-Jul-2022 09:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,150102,Md. Sarif Ali,10-Jun-2022 10:10 AM,Rejected-Finance,Rejected as L4,24-Aug-2022 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Letter of Bid (Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,150008,MS Clarion Projects,09-Jun-2022 10:55 PM,Rejected-Finance,Rejected as L6,24-Aug-2022 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,148683,M/S. PRIDE EAST CONSTRUCTION,10-Jun-2022 12:06 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,07-Jul-2022 09:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,149831,Prasanta Bayan,09-Jun-2022 07:27 PM,Rejected-Finance,Rejected as L3,24-Aug-2022 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,149849,SAURABH TALUKDAR,09-Jun-2022 10:15 PM,Rejected-Finance,Rejected as L5,24-Aug-2022 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,150002,Sri Dhiraj Patowary,09-Jun-2022 10:23 PM,Rejected-Finance,Rejected as L2,24-Aug-2022 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
