Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,PWD,C/o PHC Level-II building at Majhera,2022_PWD_60446_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,30,300",No,fixed,,Nil,Nil,Executive Engineer,"Executive Engineer, HPPWD Division Jaisinghpur",09-May-2022 04:00 PM,18-May-2022 11:00 AM,09-May-2022 05:00 PM,17-May-2022 05:00 PM,NA ,NA ,09-May-2022 05:00 PM,17-May-2022 05:00 PM,30-May-2022 03:00 PM,"2,000",Nil,Nil,No,Construction of PHC Level-II Building at Majhera in Tehsil Jaisinghpur Distt. Kangra H.P.,"C/O Main Building including Water Supply and Sanitary Installation, Septic Tank and Rain Water Harvesting System.",Please refer Tender documents. ,NA ,"65,12,958",Civil Works - Buildings,NA ,Tender,75.0,275.0,Jaisingpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,1.0,ICICI BANK,AOC,1.0,282535.0,Anubhav Sharma,17-May-2022 04:39 PM,Rejected-Finance,Rejected due to higher rates bidder L2,03-Jun-2022 12:50 PM,Technical,Summary,R.K Dhiman,30-May-2022 10:52 AM,technical_91326.pdf,Executive Engineer,Internal,"Executive Engineer, HDM, Supdt G-II",R.K Dhiman,30-May-2022 10:56 AM,30-May-2022 03:00 PM,techsummary_91326.pdf (288.27 KB),PWD,2022_PWD_60446_1,C/o PHC Level-II building at Majhera,Construction of PHC Level-II Building at Majhera in Tehsil Jaisinghpur Distt. Kangra H.P.,AOC
,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,281868.0,Ashish Chauhan,15-May-2022 06:59 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,14-Sep-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done detail/work in hand in last five year with base year indicated in performa of Schedule F i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bid capacity General rule 26.2 a in SBD last five years alongwith audit balance sheet from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EMD in the shape of National saving NSC/TDA in any of the post office in HP Nationalized bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"All terms of condition in SBD, E-mail addresses and Mobile Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of legal owner / Other contractor regarding hiring of machinery should be legally.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
