Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
MD APDCL,Internal,,Bhaskarjyoti Das,07-Sep-2022 12:39 PM,07-Sep-2022 04:00 PM,techsummary_41155.pdf (634.84 KB),Technical,Bids are admitted.,Bhaskarjyoti Das,07-Sep-2022 12:27 PM,,1,157151,Better Power Services Pvt. Ltd.,31-Aug-2022 03:40 PM,Rejected-Finance,Non Responsive,30-Sep-2022 04:20 PM,Assam Power Distribution Company Ltd||CGM (NRE),2022_APDCL_26656_1,APDCL/CGM (NRE)/NRE-37/2021-22/311,"Design, Supply, Installation, Testing and commissioning including 5 years Operation and Maintenance of LED based Solar Street Lighting Systems at Sualkuchi",AOC,"3,540",Nil,Nil,Yes,18-Aug-2022 04:00 PM,03-Sep-2022 12:00 PM,18-Aug-2022 04:00 PM,01-Sep-2022 02:00 PM,NA ,NA ,18-Aug-2022 06:00 PM,01-Sep-2022 02:00 PM,07-Sep-2022 04:00 PM,Assam Power Distribution Company Ltd||CGM (NRE),APDCL/CGM (NRE)/NRE-37/2021-22/311,2022_APDCL_26656_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"Chief General Manager(NRE), APDCL","O/o The CGM(NRE),APDCL, Annex building, Bijulee Bhawan, Paltanbazar, Guwahati",1.0,Corrigendum dtd 25082022,Technical Bid,,1.0,Fee/PreQual/Technical,.rar,Technical Document,"Design, Supply, Installation, Testing and commissioning including 5 years Operation and Maintenance of LED based Solar Street Lighting Systems at Sualkuchi","Design, Supply, Installation, Testing and commissioning including 5 years Operation, Comprehensive Warranty and Maintenance of semi integrated LED based Solar Street Lighting Systems at different location of Sualkuchi in Kamrup District of Assam.",Please refer Tender documents. ,NA ,"1,69,80,400",Electrical Works,NA ,Tender,90.0,90.0,Sualkuchi,781103.0,"APDCL,Bijulee Bhawan,Paltanbazar,Guwahati ","O/o The CGM(NRE),APDCL, Annex building, Bijulee Bhawan, Paltanbazar, Guwahati ",24-Aug-2022 02:00 PM ,"O/o The CGM(NRE),APDCL,Bijulee Bhawan,Paltanbazar",No ,No,1.0,SBI Bank,"3,75,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,2,157223,M/S R.S. ENTERPRISE,01-Sep-2022 11:50 AM,Rejected-Technical,Non Responsive,07-Sep-2022 12:39 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,157242,NORTH EAST AGENCY PVT LTD,01-Sep-2022 01:40 PM,Rejected-Finance,"Responsive and eligible for 25 percent work at L1 rate as MSME bidder, however the bidder has rejected the offered work at L1 rate.",30-Sep-2022 04:20 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,157170,RIDHI SIDHI ENERGY PRIVATE LIMITED,01-Sep-2022 01:53 PM,Rejected-Finance,Non Responsive,30-Sep-2022 04:20 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,157104,RUPJYOTI CONSTRUCTION,30-Aug-2022 01:55 PM,Rejected-Technical,Non Responsive,07-Sep-2022 12:39 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,157167,SAMVED ENERGY SYSTEMS PRIVATE LIMITED,01-Sep-2022 01:16 PM,Accepted-AOC,L1 bidder,30-Sep-2022 04:28 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,156739,Sehra Engineering,01-Sep-2022 12:34 PM,Rejected-Finance,Non Responsive,30-Sep-2022 04:20 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,157199,SINGHI INFRAPOWER PROJECTS PRIVATE LIMITED,01-Sep-2022 01:04 PM,Rejected-Finance,Non Responsive,30-Sep-2022 04:20 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,156485,Susconnect Private Limited,01-Sep-2022 01:28 PM,Rejected-Technical,Non Responsive,07-Sep-2022 12:39 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,157176,VERSHA TECHNOTRADE PVT LTD,01-Sep-2022 11:20 AM,Rejected-Technical,Non Responsive,07-Sep-2022 12:39 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
