EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"35,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,Construction of additional rooms in Govt. Senior Secondary school (Girls) at Chamba.,Construction of additional rooms in Govt. Senior Secondary school (Girls) at Chamba.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,75.0,180.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,PWD,No.PWC-WA-II- 226-325dated 7.04.2021,2021_PWD_46675_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,20-Apr-2021 10:00 AM,29-Apr-2021 11:30 AM,20-Apr-2021 10:00 AM,28-Apr-2021 05:00 PM,NA ,NA ,20-Apr-2021 10:00 AM,28-Apr-2021 05:00 PM,10-May-2021 11:30 AM,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,AOC,Executive Engineer,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,05-May-2021 12:19 PM,10-May-2021 11:30 AM,techsummary_70141.pdf (326.08 KB),PWD,2021_PWD_46675_1,No.PWC-WA-II- 226-325dated 7.04.2021,Construction of additional rooms in Govt. Senior Secondary school (Girls) at Chamba.,02-Sep-2022,"INR 1,775,796",180.0,Jeet Singh Thakur,02-Sep-2022 05:03 PM,01.AOC-46675-1.pdf (762.00 KB),Construction of additional rooms in Govt. Senior Secondary school (Girls) at Chamba.,Executive Engineer,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,17-Jun-2021 01:18 PM,finsummary_70141.pdf (306.36 KB),1.0,210100.0,Tahir Malik Allied Services,INR,"2,997,753",Finance,BOS,Jeet Singh Thakur,17-Jun-2021 01:12 PM,finance_70141.pdf,BOQ Comparative Chart,1.0,210100.0,Tahir Malik Allied Services,27-Apr-2021 11:18 PM,Accepted-AOC,Work completed by the contractor and FDR may kindly be released,02-Sep-2022 05:04 PM,Technical,Bid opening Summary,Jeet Singh Thakur,05-May-2021 11:45 AM,technical_70141.pdf,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210302.0,VINAY THAKUR,28-Apr-2021 12:51 PM,Rejected-Finance,L-2,17-Jun-2021 01:18 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 and as per invitation of bid ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 7/8 ,duly signed by the contractor",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"The Existing commitment / work in hand, documentary proof for the same will have to be furnished",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
