Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Executive Engineer Tauni Devi Division,Executive Engineer Tauni Devi Division,1.0,Fee/PreQual/Technical,.pdf,online fee,"3,09,000",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,C/O Balance work of link road from Chhamb to Kujabalh via Ropri km. 0/0 to 2/360 including 1No. Bridge,"C/O formation cutting 5/7mtr. Wide i/c R/Wall , B/Wall, Cross drainage work, Sub-base course G.S.B. Base courses ,WMM (two layer), 2cm. thick premix carpet, km. 0/0 to 2/360 ) . Under NABARD RIDF-XXII including GST.",Please refer Tender documents. ,NA ,"1,54,26,721",Civil Works,NA ,Tender,90.0,60.0,Tauni Devi Division,177029.0,NA ,NA ,NA ,Executive Engineer Tauni Devi Division,No ,No,1.0,ICICI BANK,02-Feb-2022 11:40 AM,08-Feb-2022 11:00 AM,02-Feb-2022 11:40 AM,08-Feb-2022 10:30 AM,NA ,NA ,02-Feb-2022 11:40 AM,08-Feb-2022 10:30 AM,21-Feb-2022 10:30 AM,PWD,No.PW.TDD.TauniDevi,2022_PWD_56331_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,EE,Internal,SUPDT/HDM/DAO,Virender Singh Guleria,17-Feb-2022 01:55 PM,21-Feb-2022 10:30 AM,techsummary_84733.pdf (232.03 KB),PWD,2022_PWD_56331_1,No.PW.TDD.TauniDevi,C/O Balance work of link road from Chhamb to Kujabalh via Ropri km. 0/0 to 2/360 including 1No. Bridge,13-Sep-2022,"INR 12,894,630",90.0,Virender Singh Guleria,13-Sep-2022 06:20 PM,AWARD56331.pdf (977.00 KB),AWARD,EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Virender Singh Guleria,13-Sep-2022 06:17 PM,finsummary_84733.pdf (392.27 KB),1.0,261774.0,Kamlesh Kumar Negi,07-Feb-2022 06:38 PM,Rejected-Technical,Not admitted,17-Feb-2022 01:55 PM,Technical,prebid,Virender Singh Guleria,17-Feb-2022 01:52 PM,technical_84733.pdf,1.0,261642.0,Piar Chand Chauhan,INR,"12,894,630",Finance,summaryattached,Virender Singh Guleria,13-Sep-2022 06:14 PM,finance_84733.pdf,BOQ Comparative Chart,AOC
,,,,.pdf,Online EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,261576.0,PARDEEP KUMAR GOVT. CONTRACTOR,07-Feb-2022 07:00 PM,Rejected-Technical,Not admitted,17-Feb-2022 01:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,261642.0,Piar Chand Chauhan,07-Feb-2022 05:45 PM,Accepted-AOC,AWARDL1,13-Sep-2022 06:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,261595.0,SANJEEV KUMAR GOVT CONTRACTOR,07-Feb-2022 07:02 PM,Rejected-Technical,Not admitted,17-Feb-2022 01:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Similar Work Done Certificate as per SBD of Nabard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,261966.0,umesh sharma,08-Feb-2022 09:25 AM,Rejected-AOC,L2,13-Sep-2022 06:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work in hand Certificate as per rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,EPF or Pradhan Mantri Shram Yogi Mann-Dhan (PM-SYM) No. along with latest return must be attached.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Bid Capacity form C.A. as per SBD in rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Financial Turnover for Bid capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
