Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
20-Sep-2022,"INR 8,204,297",180.0,Rajesh Kumar,20-Sep-2022 04:27 PM,Awardletter_khun_bag.pdf (1702.00 KB),Awarded,Finance,Financial Bid Opening Summary,Rajesh Kumar,13-Jul-2022 04:42 PM,finance_93131.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Proceeding,Rajesh Kumar,13-Jul-2022 04:04 PM,technical_93131.pdf,Rajesh Kumar,Internal,TA AE Shillai HDM Supdt DAO EE,Rajesh Kumar,13-Jul-2022 04:08 PM,13-Jul-2022 04:10 PM,techsummary_93131.pdf (610.51 KB),1.0,288171.0,competent associates,23-Jun-2022 09:04 PM,Rejected-Finance,Rejected,20-Sep-2022 04:25 PM,1.0,288199.0,shiv iron general engineers,INR,"11,266,714","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP",2022_HPIPH_61727_1,SHL-SMR03-780-JSV DIV-SHILLAI-2206-56 DT 15.06.22,Providing Solar Based LWSS to Khun Bag and Dhochi Bias Bizui in Tehsil Shillai District Sirmour HP under Jal Jeevan Mission,Er. Vishal Jaswal,Internal,Supd (W/S) AE (D) EE (Shillai) EE(D) SE,Rajesh Kumar,20-Sep-2022 04:25 PM,finsummary_93131.pdf (1193.76 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Earnest Money and Cost of Tender Form,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP",SHL-SMR03-780-JSV DIV-SHILLAI-2206-56 DT 15.06.22,2022_HPIPH_61727_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,"1,14,550",Yes,fixed,,Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,15-Jun-2022 05:00 PM,25-Jun-2022 12:30 PM,15-Jun-2022 05:00 PM,24-Jun-2022 05:00 PM,NA ,NA ,15-Jun-2022 05:00 PM,24-Jun-2022 05:00 PM,13-Jul-2022 04:10 PM,Providing Solar Based LWSS to Khun Bag and Dhochi Bias Bizui in Tehsil Shillai District Sirmour HP under Jal Jeevan Mission,"SH Supplying and Installation of Solar Based Pumping Machinery and Solar Pump Controller Complete, C O 2 No Intake, C O Sumpwell, C/O Storage Tank CO Sedimentation Tank, C O Filter Bed, Providing, Laying and Jointing of MSERW GMS Pipe of various dia",Please refer Tender documents. ,NA ,"82,04,297",Pumps/Motors,NA ,Tender,120.0,180.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,800.0,Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,No,Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,1.0,Corrigendum,Date,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,288018.0,Sai Aqua Machines and Builders,23-Jun-2022 02:32 PM,Rejected-Finance,Rejected,20-Sep-2022 04:25 PM,,,,,,,,,,,,,,,,AOC,,,.pdf,Certificate of registration with Jal Shakti Vibhag in appropriate class latest renewal thereof,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3.0,288199.0,shiv iron general engineers,24-Jun-2022 10:53 AM,Accepted-AOC,Awarded,20-Sep-2022 04:28 PM,,,,,,,,,,,,,,,,AOC,,,.pdf,"Copy of EPF, GST and PAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Joint venture is not allowed, undertaking thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Undertaking of carefully studied all the terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,undertaking that he will comply with the provision of contract Labour (Regulation of Abolition) HP r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,authorization and Dealership with undertaking of Curve Chart of Pumping Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Experience of similar nature of work i.e. installing Solar Based Pumping Machinery and upload copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
