S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,Construction of Link road from Malag to Malahu road Km 0/0 to 2/110 including 33.40 mtr span PSC box Girder Bridge over Moul Khad (HP) under NABARD RIDF-XXVII,"Formation cutting, Passing places, R/walls, C.D. work, GSB, WBM-II, WBM-III, tarring work, CC Pavement, side drain, parapets, road furniture and 33.40 meter span Prestressed concrete Box Girder Bridge at RD 0/0675 including both sides Approaches and",Please refer Tender documents. ,NA ,"3,10,97,656",Civil Works - Roads,NA ,Tender,75.0,545.0,Bhawarna,176083.0,NA ,NA ,NA ,"O/o SE 5th Circle, HPPWD Palampur",No ,No,PWD,NIT No.3581-90 DT.23-05-2022-Bhawarna,2022_PWD_61324_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"6,22,000",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,03-Jun-2022 11:00 AM,20-Jun-2022 11:30 AM,03-Jun-2022 11:00 AM,18-Jun-2022 05:00 PM,NA ,NA ,03-Jun-2022 11:30 AM,18-Jun-2022 05:00 PM,27-Jun-2022 11:30 AM,1.0,Corrigendum,Other,,"O/o SE 5th Circle, HPPWD Palampur","O/o SE 5th Circle, HPPWD Palampur",1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6.,AOC,PWD,2022_PWD_61324_1,NIT No.3581-90 DT.23-05-2022-Bhawarna,Construction of Link road from Malag to Malahu road Km 0/0 to 2/110 including 33.40 mtr span PSC box Girder Bridge over Moul Khad (HP) under NABARD RIDF-XXVII,S.E. 5th Circle Palampur,Internal,Supdt CHD E E (D) 5th Circle Palampur E E hppwd division Bhawarna A O hppwd division Bhawarna,Manish Sehgal,22-Jun-2022 06:24 PM,27-Jun-2022 11:30 AM,techsummary_92571.pdf (237.92 KB),Sh. Manish Sehgal,Internal,,Manish Sehgal,23-Jul-2022 04:36 PM,finsummary_92571.pdf (188.20 KB),23-Jul-2022,"INR 25,019,596.93",545.0,Manish Sehgal,15-Sep-2022 12:25 PM,Summary.pdf (654.00 KB),AOC,Finance,Summary,Manish Sehgal,23-Jul-2022 04:34 PM,finance_92571.pdf,BOQ Comparative Chart,1.0,287216.0,Sanjeev,INR,"26,348,040",1.0,286989.0,Chamunda Construction Works,18-Jun-2022 01:18 PM,Rejected-Finance,Bidder Rank-L2,23-Jul-2022 04:36 PM,Technical,Technical bid opened on dated 20-06-2022 and three bids received.,Manish Sehgal,22-Jun-2022 06:08 PM,technical_92571.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No-3.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,287216.0,Sanjeev,16-Jun-2022 08:46 PM,Accepted-AOC,BID RANK-L1,15-Sep-2022 12:26 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,286833.0,V.B Const Co.,18-Jun-2022 02:53 PM,Rejected-Finance,Bidder Rank-L3,23-Jul-2022 04:36 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.3.1), (1.3.2) (1.3.3)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.4), (1.5)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.2), (1.7)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.6), (1.8), (1.9), (1.10)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section-2 Cl(4.2,4.4-A and B)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Others documents i.e. GST, PAN, EPF etc.",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Liquidated damage as per section 4 and point No.44.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
