Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
500.0,Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,PWD,Job 2 Restoration of rain damages to link road D,2022_PWD_60497_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"14,000",No,fixed,,Nil,Nil,"Job 2 Restoration of rain damages to link road D.C. Colony, Una Sub Head P.L bituminous Concrete at RD 0-0 to 0-550","Job 2 Restoration of rain damages to link road D.C. Colony, Una Sub Head P.L bituminous Concrete at RD 0-0 to 0-550",Please refer to Bidding Documents ,NA ,"6,86,622",Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,11-May-2022 03:00 PM,17-May-2022 11:00 AM,11-May-2022 03:30 PM,17-May-2022 09:00 AM,NA ,NA ,11-May-2022 03:30 PM,17-May-2022 09:00 AM,18-May-2022 03:00 PM,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,18-May-2022 11:49 AM,18-May-2022 03:00 PM,techsummary_91403.pdf (499.27 KB),PWD,2022_PWD_60497_1,Job 2 Restoration of rain damages to link road D,"Job 2 Restoration of rain damages to link road D.C. Colony, Una Sub Head P.L bituminous Concrete at RD 0-0 to 0-550",07-Sep-2022,"INR 686,622",30.0,Baldev Singh,22-Aug-2023 05:32 PM,Awardletter.pdf (817.00 KB),Awardletter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,19-May-2022 11:07 AM,finsummary_91403.pdf (436.38 KB),Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,19-May-2022 10:58 AM,finance_91403.pdf,BOQ Comparative Chart,1.0,282123.0,B T Construction Company,INR,"668,260",1.0,282123.0,B T Construction Company,16-May-2022 06:37 PM,Accepted-AOC,ok,22-Aug-2023,Technical,Bids List,Rajesh Kumar,18-May-2022 11:36 AM,technical_91403.pdf
,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,282199.0,ganesh,16-May-2022 12:29 PM,Rejected-Finance,Not L-1,19-May-2022,,,,,
,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,282333.0,Maynak Sharma,16-May-2022 09:00 PM,Rejected-Finance,Not L-1,19-May-2022,,,,,
,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,282125.0,TC Construction,16-May-2022 06:43 PM,Rejected-Finance,Not L-1,19-May-2022,,,,,
,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,Additional Condition sheet may be uploaded duly signed as per bid documents page-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
