Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) Earnest Money as per schedule F (6.5) on line mode o,1.0,ICICI BANK,"E. E. Horticulture DIVISION NO. III, HPPWD, Shimla","E. E. Horticulture DIVISION NO. III, HPPWD, Shimla-2","1,48,750",No,fixed,,Nil,Nil,"2,000",Nil,Nil,No,16-Aug-2022 06:55 PM,23-Aug-2022 11:00 AM,16-Aug-2022 06:55 PM,22-Aug-2022 06:00 PM,NA ,NA ,16-Aug-2022 06:55 PM,22-Aug-2022 06:00 PM,23-Aug-2022 06:00 PM,Special repair to Directorate of Industry at Majitha House Chotta Shimla (SH- Renovation of Directorate office and staff rooms at third floor).,Special repair to Directorate of Industry at Majitha House Chotta Shimla (SH- Renovation of Directorate office and staff rooms at third floor).,As per SBD ,NA ,"74,36,192",Civil Works - Buildings,NA ,Tender,75.0,90.0,Chotta Shimla,171002.0,NA ,NA ,NA ,"E. E. Horticulture DIVISION NO. III, HPPWD, Shimla",No ,No,1.0,Corrigendum,Date,,PWD,SD-III-Tender-13511-30dt. 6-8-2022,2022_PWD_63752_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,297014.0,Aarush Deshta,INR,"5,205,335",Finance,Bid Opening Summary,Parveen Kumar Verma,12-Sep-2022 11:59 AM,finance_96063.pdf,BOQ Comparative Chart,1.0,297014.0,Aarush Deshta,22-Aug-2022 04:49 PM,Accepted-AOC,L1,19-May-2023,Technical,Bid Opening Summary,Bhupender Singh,23-Aug-2022 05:53 PM,technical_96063.pdf,P.k.VERMA,Internal,"R.S. Thakur,SupdtPadamSharmaHDM,DeepakSarmaSr.DAO",Bhupender Singh,23-Aug-2022 05:57 PM,23-Aug-2022 06:00 PM,techsummary_96063.pdf (364.71 KB),PWD,2022_PWD_63752_1,SD-III-Tender-13511-30dt. 6-8-2022,Special repair to Directorate of Industry at Majitha House Chotta Shimla (SH- Renovation of Directorate office and staff rooms at third floor).,30-Sep-2022,"INR 7,436,192",90.0,Bhupender Singh,19-May-2023 04:58 PM,AarushAOCC.pdf (157.00 KB),AOC,P.K. VermaEE,Internal,"R.S. ThakurSupdt,Padam SharmaHDMDeepak SharmaSr. DAO",Parveen Kumar Verma,12-Sep-2022 12:33 PM,finsummary_96063.pdf (359.18 KB)
,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,296582.0,Aditya Jaiswal,22-Aug-2022 05:16 PM,Rejected-Finance,L3,12-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,GST registration as per General Rule No 21. Copy of GST No./ Copy of Tin No. and Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,296700.0,BHARAT SINGH CHAUHAN,22-Aug-2022 05:35 PM,Rejected-Finance,L6,12-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,296146.0,Jibachh Goswami,22-Aug-2022 12:36 PM,Rejected-Finance,L2,12-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,HP.PWD Form No-8 with full address and Mobile No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,296803.0,M Pandit,22-Aug-2022 12:24 AM,Rejected-Finance,L5,12-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,297029.0,RAJAT GAUTAM,22-Aug-2022 05:09 PM,Rejected-Finance,L4,12-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Proof of Machinery Tools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Work done certificate as per schedule F (6.9) and Work in hand certificate as per schedule F (6.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
