Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Animal Husbandry and Veterinary Department-Externally Aided Project||Animal Husbandry and Veterinary Department-World Bank Tenders,2022_AHVDE_26329_1,VET/APART/TR_PR/2020-21/3561,Procurement for Printing of Manuals under Development of Training Manuals under Pork value chain,1,155369,Arihant Offset,06-Aug-2022 01:45 PM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,Finance,,HEMANTA KUMAR KALITA,06-Aug-2022 03:33 PM,,BOQ Comparative Chart,Director,Internal,,Utpal Nath,13-Sep-2022 03:55 PM,techsummary_40650.pdf (341.95 KB),AOC,15-Jul-2022 02:00 PM,06-Aug-2022 02:30 PM,15-Jul-2022 02:00 PM,06-Aug-2022 02:00 PM,NA ,NA ,20-Jul-2022 02:00 PM,06-Aug-2022 02:00 PM,Animal Husbandry and Veterinary Department-Externally Aided Project||Animal Husbandry and Veterinary Department-World Bank Tenders,VET/APART/TR_PR/2020-21/3561,2022_AHVDE_26329_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Not Applicable,No,No,No,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Documents,Procurement for Printing of Manuals under Development of Training Manuals under Pork value chain,Procurement for Printing of Manuals under Development of Training Manuals under Pork value chain,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,45.0,45.0,Assam,781003.0,NA ,NA ,NA ,"Directorate of AHVD, Chenikuthi, Guwahati",No ,No,0.0,No,fixed,,Nil,Nil,"Directorate of AHVD, Chenikuthi, Guwahati","Directorate of AHVD, Chenikuthi, Guwahati-781003",AOC
,,,,2,154722,Aurora Fine Arts,06-Aug-2022 01:45 PM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,155315,Das Brothers,05-Aug-2022 05:41 PM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,155264,F M Printers,06-Aug-2022 12:02 PM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,155330,MAA MANASHA PRINTERS,05-Aug-2022 09:59 PM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,155319,Rumi Jumi Enterprise,05-Aug-2022 06:18 PM,Accepted-AOC,Awarded,29-Sep-2022 04:07 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,155332,SARAIGHAT OFFSET PRESS,05-Aug-2022 07:58 PM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,155126,Singhania printing press LLP,05-Aug-2022 05:06 PM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,155139,S S Graphics,05-Aug-2022 03:23 PM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,155326,TOP PRINTERS,06-Aug-2022 09:48 AM,Rejected-Finance,Financially Disqualified,13-Sep-2022 04:16 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
