Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Industries Department||Directorate of Industries,2022_HPInd_59609_2,No.Ind.SP/F/(NIT)148/94-Vol-II 18/04/2022,C-33 (H.D.P.E. Pipes (ISI Marked)),1.0,279939.0,Bajrang Plastic Industries,INR,0.0,Additional Controller of Stores,Internal,Karam chand (Supdt. Gr-I SP) Navneet Gupta (SIO Textiles SPO) Vinay Jaryal (SO FA SPO),Navneet Gupta,23-Sep-2022 01:46 PM,finsummary_90202.pdf (14204.53 KB),23-Sep-2022,"INR 111,091,396",365.0,Navneet Gupta,23-Sep-2022 01:57 PM,Rate-Contract-C-33.pdf (7689.00 KB),Finance,Financial Bid Opening.,Navneet Gupta,23-Sep-2022 01:08 PM,finance_90202.pdf,BOQ Comparative Chart,Technical,Tender opening proceeding.,Navneet Gupta,26-May-2022 12:15 PM,technical_90202.pdf,Additional Controller of Stores,Internal,T.S Negi (JDI SP) Vinod negi (AE JSVS) Devinder Singh (ASCO Engg. Agriculture dept.) dev Raj (HDO Horticulture) Karam Chand (Supdt Gr-I SP) Navneet Gupta (SIO Textiles SPO) Vinay Jaryal (SO FA SPO),Navneet Gupta,26-May-2022 12:44 PM,28-May-2022 12:00 PM,techsummary_90202.pdf (4117.86 KB),1,279939,Bajrang Plastic Industries,03-May-2022 11:16 AM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,18-Apr-2022 05:00 PM,09-May-2022 11:00 AM,18-Apr-2022 05:00 PM,09-May-2022 10:30 AM,NA ,NA ,18-Apr-2022 05:00 PM,09-May-2022 10:30 AM,28-May-2022 12:00 PM,Industries Department||Directorate of Industries,No.Ind.SP/F/(NIT)148/94-Vol-II 18/04/2022,2022_HPInd_59609_2,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,ICICI BANK,Director of Industries,"Directorate of Industries , Bemloe , Shimla","5,00,000",Yes,fixed,,Nil,Nil,C-33 (H.D.P.E. Pipes (ISI Marked)),Annual Rate Contract for the supply of H.D.P.E. Pipes (ISI Marked),Please refer Tender documents. ,NA ,"11,10,91,396",Miscellaneous Goods,NA ,Rate Contract,120.0,365.0,"Directorate of Industries , Bemloe , Shimla",171001.0,NA ,NA ,NA ,Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,All documents as per Terms and Conditions of tender enclosed.,500.0,Nil,Nil,Yes,AOC
,,,,2.0,280104.0,HIMALYAN PIPE INDUSTREIS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,281043,Berlia Electricals Pvt. Ltd.,08-May-2022 01:21 PM,Rejected-Finance,The firm emerge L1 for two recommended items which were not accepted by the firm.,23-Sep-2022 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Schedule.,,,,,AOC
,,,,3.0,280153.0,HIMALYAN PLASTICS LTD.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,280962,CHEMIPLAST INDUSTRIES,06-May-2022 04:05 PM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4.0,280926.0,ROCKWELL INDUSTRIES,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,281206,DELIGHT ENTERPRISES PVT. LTD.,09-May-2022 09:23 AM,Rejected-Technical,The firm has not deposited the complete set of tender form in which all the terms and conditions of tender are inserted/mentioned which was to be signed and stamped by the tenerer.,26-May-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5.0,280955.0,Sturdy Industries Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,281060,HARVEL AGUA INDIA PRIVATE LIMITED,07-May-2022 05:24 PM,Rejected-Finance,Rejected due to not emerging L1.,23-Sep-2022 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6.0,280958.0,SUPER PLATECK PVT. LTD.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,280104,HIMALYAN PIPE INDUSTREIS,07-May-2022 01:36 PM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7.0,280962.0,CHEMIPLAST INDUSTRIES,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,280153,HIMALYAN PLASTICS LTD.,07-May-2022 01:49 PM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8.0,281006.0,Manjushree Plastics pvt ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,281006,Manjushree Plastics pvt ltd,07-May-2022 03:46 PM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9.0,281065.0,WESTWELL POLYTUBES,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,280313,PLATO INDUSTRIES LIMITED,07-May-2022 12:26 PM,Rejected-Finance,The firm emerge L1 for one recommended item. this item and Parallel RC item were not accepted by the firm.,23-Sep-2022 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10.0,281181.0,VEER VISIONS PRIVATE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,280926,ROCKWELL INDUSTRIES,06-May-2022 02:17 PM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,279742,RUNGTA IRRIGATION LIMITED,07-May-2022 06:11 PM,Rejected-Finance,Rejected due to not emerging L1 for recommended items.,23-Sep-2022 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,280663,SHREE JAGJEET INDUSTRIES,04-May-2022 08:27 PM,Rejected-Technical,"The firm has not deposited the tender fee, earnest money and latest manufacturing proof of item as per terms and conditions of tender.",26-May-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,280955,Sturdy Industries Ltd.,06-May-2022 04:35 PM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,280958,SUPER PLATECK PVT. LTD.,06-May-2022 04:19 PM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,281057,VEEKAY PLAST,07-May-2022 06:01 PM,Rejected-Finance,Rejected due to not emerging L1.,23-Sep-2022 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,281181,VEER VISIONS PRIVATE LIMITED,08-May-2022 04:58 PM,Accepted-AOC,Procurement are made by the user department at their requirement.,23-Sep-2022 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
