Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"5,000",Nil,Nil,No,"2,57,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,PWD,PWD-TA-Tender/2021-22- 10666-10716 dated 30.11.202,2021_PWD_54873_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer HPPWD Dalhousie,Executive Engineer HPPWD Dalhousie,21-Dec-2021 04:00 PM,29-Dec-2021 03:30 PM,21-Dec-2021 04:00 PM,29-Dec-2021 03:00 PM,21-Dec-2021 04:00 PM ,28-Dec-2021 05:00 PM ,21-Dec-2021 04:00 PM,29-Dec-2021 03:00 PM,06-Jan-2022 11:30 AM,Construction of Link road to village Nahana Km. 0/0 to 4/100,"Metalling and Tarring, C/O road side drain and Parapets) Under SCSP",Please refer Tender documents. ,NA ,"1,28,50,063",Civil Works,NA ,Tender,75.0,180.0,Dalhousie,176304.0,NA ,NA ,NA ,Executive Engineer HPPWD Dalhousie,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form through online,AOC,Er. Virender Bhardwaj,Internal,1 DAO 2 HDM 3 Supdtt Gr II,Virender Kumar Bhardwaj,04-Jan-2022 04:38 PM,06-Jan-2022 11:30 AM,techsummary_82303.pdf (131.73 KB),PWD,2021_PWD_54873_2,PWD-TA-Tender/2021-22- 10666-10716 dated 30.11.202,Construction of Link road to village Nahana Km. 0/0 to 4/100,26-Apr-2022,"INR 10,248,357",180.0,Virender Kumar Bhardwaj,09-Sep-2022 02:44 PM,AOC.pdf (1006.00 KB),AOC,Executive Engineer,Internal,"TA,DAO,HDM, Supdtt. GR-II, EE",Virender Kumar Bhardwaj,25-Apr-2022 07:02 PM,finsummary_82303.pdf (18.67 KB),1.0,251694.0,pritam singh thkur,28-Dec-2021 11:59 AM,Rejected-Finance,Other Then Lowest,25-Apr-2022 07:02 PM,Technical,TBOS,Virender Kumar Bhardwaj,04-Jan-2022 04:04 PM,technical_82303.pdf,Finance,summary,Virender Kumar Bhardwaj,25-Apr-2022 06:52 PM,finance_82303.pdf,BOQ Comparative Chart,1.0,252354.0,sanjeev singh govt contractor,INR,"10,248,357",AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,252354.0,sanjeev singh govt contractor,28-Dec-2021 05:36 PM,Accepted-AOC,working in progress,09-Sep-2022 02:44 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,252457.0,Yash Paul Govt.Contractor,29-Dec-2021 10:03 AM,Rejected-Finance,Other Then Lowest,25-Apr-2022 07:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit regarding information furnished with the bid duly signed by Notary/Executive Magistrate,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor has not more than two works in hand duly signed by Notary/Executive,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done at Least one similar work of forty percent of the estimated value of work,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Capacity/Report of Charted Accountant showing total annual volume in last five years,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
